antiguedad_meses,cargo_mensual,cargos_totales,soporte_tecnico,tipo_contrato,factura_electronica,churn
24,53.7,1177.48,No,Dos_Anos,No,1
10,51.77,554.2,Sin_Internet,Mes_a_Mes,No,1
42,73.74,3315.77,No,Mes_a_Mes,No,0
37,118.65,4433.06,Si,Mes_a_Mes,No,0
15,40.52,658.84,No,Dos_Anos,No,0
28,72.02,1956.18,Si,Mes_a_Mes,No,0
37,43.45,1504.38,Sin_Internet,Mes_a_Mes,No,0
65,63.94,3993.44,Sin_Internet,Mes_a_Mes,Si,0
13,60.99,733.19,No,Mes_a_Mes,No,0
59,79.23,4975.95,Sin_Internet,Dos_Anos,Si,0
68,28.29,2023.91,Si,Mes_a_Mes,Si,0
56,101.69,5341.33,No,Dos_Anos,Si,1
30,92.39,2796.93,Sin_Internet,Dos_Anos,Si,0
64,119.98,7341.83,Si,Mes_a_Mes,Si,0
67,49.3,3059.43,Si,Mes_a_Mes,Si,0
20,107.44,2039.35,Sin_Internet,Dos_Anos,Si,1
27,82.98,2285.2,No,Un_Ano,Si,0
12,46.94,580.25,Si,Mes_a_Mes,No,0
41,53.09,2040.37,Sin_Internet,Mes_a_Mes,Si,0
51,26.94,1449.18,Si,Un_Ano,No,0
29,57.64,1696.6,Si,Un_Ano,No,0
51,110.44,5552.75,No,Dos_Anos,No,0
59,32.15,1952.34,No,Dos_Anos,Si,0
31,113.17,3391.3,Si,Un_Ano,Si,0
9,61.06,523.58,Si,Un_Ano,Si,0
70,95.38,7245.86,Sin_Internet,Mes_a_Mes,No,0
30,87.56,2836.52,Sin_Internet,Un_Ano,No,0
40,88.89,3537.99,No,Mes_a_Mes,No,1
7,77.09,550.84,Si,Dos_Anos,Si,0
59,69.11,4205.48,Si,Dos_Anos,No,0
11,113.19,1283.84,Si,Mes_a_Mes,Si,0
3,89.6,270.31,Sin_Internet,Dos_Anos,Si,0
4,83.39,321.07,Si,Un_Ano,Si,0
20,64.73,1395.46,Sin_Internet,Mes_a_Mes,No,1
5,46.38,234.77,Si,Mes_a_Mes,Si,0
34,25.17,925.49,Si,Un_Ano,No,0
14,118.17,1763.04,No,Dos_Anos,Si,1
13,96.86,1296.86,No,Un_Ano,No,1
61,119.43,7591.99,Si,Mes_a_Mes,Si,0
49,98.17,5205.97,Si,Mes_a_Mes,Si,1
45,29.32,1354.05,Si,Un_Ano,Si,0
53,67.19,3538.51,No,Mes_a_Mes,Si,0
24,36.09,856.16,No,Mes_a_Mes,No,0
63,101.12,6981.97,No,Mes_a_Mes,Si,0
9,42.67,403.36,Si,Mes_a_Mes,Si,1
63,87.48,5700.03,Sin_Internet,Un_Ano,Si,0
56,87.56,4507.22,Sin_Internet,Mes_a_Mes,No,1
71,85.69,6191.11,Sin_Internet,Dos_Anos,Si,0
42,108.44,4271.09,Sin_Internet,Un_Ano,Si,0
1,93.95,91.88,No,Un_Ano,No,0
64,56.11,3632.2,No,Un_Ano,Si,0
15,54.91,742.6,No,Mes_a_Mes,Si,1
69,27.12,2006.87,Si,Dos_Anos,Si,0
22,111.29,2418.36,Sin_Internet,Dos_Anos,Si,0
20,34.83,713.69,Sin_Internet,Mes_a_Mes,No,1
68,70.52,4509.51,Sin_Internet,Un_Ano,No,0
45,73.31,3431.66,Si,Dos_Anos,Si,0
40,67.55,2599.36,No,Mes_a_Mes,No,0
46,79.56,3671.56,No,Un_Ano,Si,0
63,94.28,5729.67,Si,Un_Ano,Si,0
12,43.64,538.82,No,Mes_a_Mes,Si,1
52,32.0,1780.61,No,Dos_Anos,Si,0
7,106.45,766.18,Si,Mes_a_Mes,No,1
55,72.0,3705.12,Si,Mes_a_Mes,No,0
5,37.1,176.21,Si,Mes_a_Mes,No,1
47,88.85,4194.94,Sin_Internet,Mes_a_Mes,Si,1
38,46.19,1674.94,Si,Un_Ano,No,0
43,32.77,1323.28,Sin_Internet,Un_Ano,Si,0
70,51.84,3299.78,Si,Dos_Anos,Si,0
8,53.21,391.98,No,Mes_a_Mes,Si,0
50,107.5,5444.68,No,Mes_a_Mes,No,0
9,54.2,458.01,No,Mes_a_Mes,Si,0
13,99.12,1288.15,Si,Mes_a_Mes,Si,1
50,79.84,4105.25,No,Mes_a_Mes,Si,1
35,34.0,1130.53,Si,Dos_Anos,No,0
25,39.86,1086.09,Si,Mes_a_Mes,Si,0
61,32.61,1892.41,No,Un_Ano,Si,1
31,63.14,1825.06,Si,Un_Ano,Si,0
49,117.14,5690.35,No,Mes_a_Mes,Si,1
43,42.18,1792.76,No,Dos_Anos,No,0
45,57.5,2772.95,No,Dos_Anos,No,1
7,102.9,655.09,No,Mes_a_Mes,Si,0
6,108.2,619.65,Si,Un_Ano,Si,0
50,94.86,5102.58,Si,Mes_a_Mes,Si,1
70,69.37,5107.18,Si,Mes_a_Mes,No,0
45,86.64,3511.95,No,Mes_a_Mes,Si,0
54,67.75,3678.91,Si,Mes_a_Mes,Si,0
17,105.62,1703.88,No,Mes_a_Mes,No,1
29,63.94,2035.34,Sin_Internet,Un_Ano,Si,0
64,102.69,7207.77,Si,Mes_a_Mes,No,1
71,80.64,6214.8,Si,Mes_a_Mes,Si,0
20,74.52,1344.33,No,Mes_a_Mes,No,1
26,87.37,2455.6,Si,Mes_a_Mes,Si,0
29,52.75,1476.72,Sin_Internet,Mes_a_Mes,Si,1
7,62.26,448.19,No,Mes_a_Mes,No,0
34,101.48,3415.26,Si,Un_Ano,Si,0
5,61.48,298.46,Si,Mes_a_Mes,Si,1
6,87.09,500.27,Si,Dos_Anos,Si,0
33,88.04,2863.36,No,Dos_Anos,Si,1
43,107.63,4440.22,No,Mes_a_Mes,No,1
59,67.15,4299.41,No,Dos_Anos,No,0
33,110.74,3608.4,No,Dos_Anos,No,0
61,119.34,7927.11,Sin_Internet,Mes_a_Mes,Si,0
18,41.07,720.26,Sin_Internet,Dos_Anos,No,0
14,92.96,1238.95,Sin_Internet,Dos_Anos,Si,0
21,91.34,2036.74,Si,Mes_a_Mes,No,1
39,68.33,2675.79,No,Mes_a_Mes,No,0
34,53.86,1707.75,Sin_Internet,Mes_a_Mes,No,0
31,27.59,928.5,Si,Mes_a_Mes,Si,0
7,85.44,653.35,Si,Dos_Anos,Si,0
71,54.99,4051.25,Si,Mes_a_Mes,Si,0
1,77.46,84.77,Si,Mes_a_Mes,No,1
22,36.6,833.24,Sin_Internet,Mes_a_Mes,Si,0
63,29.21,1885.58,Sin_Internet,Mes_a_Mes,No,0
62,101.23,6685.38,No,Mes_a_Mes,Si,0
46,36.68,1541.4,No,Mes_a_Mes,Si,0
57,38.05,2144.08,No,Dos_Anos,Si,0
45,79.21,3514.86,Si,Un_Ano,Si,0
13,94.46,1257.65,No,Dos_Anos,No,0
68,25.76,1698.14,Si,Dos_Anos,No,0
37,67.0,2455.94,No,Dos_Anos,Si,0
14,84.97,1272.72,No,Mes_a_Mes,No,0
37,95.12,3834.72,No,Un_Ano,Si,0
14,115.05,1605.59,No,Un_Ano,No,0
66,26.53,1822.84,No,Dos_Anos,No,0
66,110.37,7353.34,Si,Un_Ano,Si,0
33,116.84,4139.19,Sin_Internet,Un_Ano,Si,0
2,107.25,204.28,No,Mes_a_Mes,Si,0
53,115.14,6546.01,Si,Mes_a_Mes,Si,0
55,36.26,2000.32,No,Mes_a_Mes,Si,1
45,119.26,5319.63,Si,Mes_a_Mes,Si,1
37,97.7,3941.69,Sin_Internet,Un_Ano,Si,0
27,31.6,819.94,Si,Mes_a_Mes,No,0
52,89.49,4264.84,No,Mes_a_Mes,Si,0
47,91.8,4462.93,No,Un_Ano,Si,0
58,84.79,4684.72,No,Mes_a_Mes,Si,0
7,108.09,778.09,No,Dos_Anos,Si,1
13,96.13,1138.72,No,Un_Ano,Si,0
48,40.36,1961.42,Sin_Internet,Mes_a_Mes,No,1
28,48.77,1293.77,Sin_Internet,Mes_a_Mes,No,0
45,69.03,2842.48,No,Mes_a_Mes,Si,0
56,62.51,3189.4,Si,Mes_a_Mes,Si,0
35,87.98,3361.1,Sin_Internet,Mes_a_Mes,Si,1
55,37.96,1989.84,No,Dos_Anos,No,0
37,58.66,2205.94,Si,Mes_a_Mes,Si,1
9,48.07,431.3,No,Mes_a_Mes,Si,1
3,52.9,154.35,No,Un_Ano,Si,0
2,92.53,186.64,No,Un_Ano,No,1
58,32.65,1916.3,Si,Mes_a_Mes,Si,0
22,109.3,2566.79,Si,Dos_Anos,Si,1
24,85.9,2014.7,No,Mes_a_Mes,Si,0
54,64.11,3360.04,Si,Mes_a_Mes,No,0
17,71.15,1252.9,No,Un_Ano,No,0
58,91.33,5161.29,Si,Un_Ano,Si,0
58,94.42,5488.44,Si,Un_Ano,Si,1
21,101.45,1991.18,No,Mes_a_Mes,Si,0
63,50.05,3016.84,No,Mes_a_Mes,Si,1
63,106.5,6308.52,Si,Dos_Anos,Si,1
44,103.91,4883.54,No,Un_Ano,Si,0
40,106.23,4502.45,Sin_Internet,Dos_Anos,No,0
66,32.68,2110.35,Sin_Internet,Mes_a_Mes,Si,0
67,38.64,2557.96,No,Mes_a_Mes,Si,0
46,84.35,3810.74,Sin_Internet,Un_Ano,Si,0
24,115.53,2602.35,Si,Dos_Anos,Si,1
70,35.44,2621.38,Sin_Internet,Dos_Anos,Si,0
51,95.19,5174.06,Si,Mes_a_Mes,Si,1
4,37.93,155.05,Sin_Internet,Dos_Anos,Si,0
31,115.29,3747.07,Si,Mes_a_Mes,Si,1
65,101.01,6766.12,Sin_Internet,Mes_a_Mes,No,1
30,52.39,1446.78,Sin_Internet,Dos_Anos,Si,0
40,29.52,1192.86,Si,Mes_a_Mes,Si,0
14,66.48,902.23,No,Mes_a_Mes,No,0
44,74.88,3110.34,Si,Dos_Anos,Si,0
34,75.07,2636.54,Si,Mes_a_Mes,No,1
39,105.93,4452.53,No,Dos_Anos,No,0
4,118.19,520.02,Si,Mes_a_Mes,No,0
27,66.03,1810.37,Sin_Internet,Mes_a_Mes,No,0
42,40.56,1762.25,Sin_Internet,Mes_a_Mes,Si,0
11,60.81,689.17,Si,Un_Ano,Si,1
32,92.65,3080.45,No,Dos_Anos,No,0
50,80.45,3818.35,Si,Dos_Anos,No,0
53,33.24,1641.71,No,Mes_a_Mes,No,0
4,44.94,176.43,No,Mes_a_Mes,Si,0
19,90.88,1714.94,No,Mes_a_Mes,Si,1
71,91.32,6825.16,No,Mes_a_Mes,Si,1
33,82.86,2801.5,Si,Un_Ano,Si,0
70,52.93,3743.84,No,Un_Ano,Si,0
55,40.51,2227.38,Si,Un_Ano,Si,0
9,46.74,397.36,No,Dos_Anos,Si,0
62,101.72,6146.19,No,Un_Ano,Si,0
62,71.41,4081.53,No,Un_Ano,No,0
48,58.36,2558.03,No,Mes_a_Mes,No,0
68,37.91,2326.9,No,Mes_a_Mes,No,0
48,62.29,2743.34,No,Dos_Anos,Si,0
27,64.69,1779.79,No,Un_Ano,No,0
55,109.17,6570.59,Si,Mes_a_Mes,No,1
44,114.31,4555.53,Sin_Internet,Mes_a_Mes,Si,1
71,104.75,7858.51,Si,Un_Ano,Si,0
52,61.88,3324.14,Si,Mes_a_Mes,Si,0
57,78.12,4772.33,No,Un_Ano,Si,0
9,104.91,1028.29,No,Mes_a_Mes,Si,0
8,29.79,253.24,Si,Mes_a_Mes,Si,0
56,75.62,4486.91,Si,Dos_Anos,Si,0
10,62.87,576.68,No,Un_Ano,Si,0
65,61.2,3865.76,No,Dos_Anos,No,1
45,58.26,2682.81,No,Dos_Anos,No,0
39,85.84,3024.41,No,Mes_a_Mes,No,0
46,64.65,2958.79,No,Un_Ano,Si,0
17,55.61,852.4,No,Dos_Anos,No,1
67,78.8,5534.72,No,Un_Ano,Si,0
62,60.45,3572.26,Si,Mes_a_Mes,Si,0
68,28.3,2022.53,No,Mes_a_Mes,Si,0
36,64.67,2318.84,Si,Mes_a_Mes,Si,1
9,43.63,361.88,Si,Mes_a_Mes,Si,1
35,34.49,1308.38,No,Mes_a_Mes,Si,0
67,107.9,7515.53,Si,Mes_a_Mes,No,1
52,90.72,4929.16,No,Dos_Anos,No,0
28,61.18,1620.83,No,Un_Ano,Si,0
58,118.6,6363.7,Si,Mes_a_Mes,Si,1
24,59.88,1567.75,Si,Mes_a_Mes,Si,1
59,48.22,2757.52,Sin_Internet,Un_Ano,Si,0
37,69.98,2451.74,Si,Mes_a_Mes,Si,0
38,114.83,4693.79,Si,Mes_a_Mes,Si,1
25,88.08,2185.86,Si,Un_Ano,Si,0
15,94.41,1459.81,No,Mes_a_Mes,No,0
16,40.7,620.76,No,Un_Ano,Si,1
55,28.81,1733.22,No,Mes_a_Mes,Si,0
4,76.03,302.54,No,Mes_a_Mes,Si,1
26,56.38,1443.7,Si,Un_Ano,No,0
39,29.05,1034.3,No,Mes_a_Mes,Si,0
57,110.13,6538.58,No,Mes_a_Mes,Si,0
47,27.38,1297.42,Sin_Internet,Un_Ano,Si,0
48,26.2,1374.86,No,Un_Ano,No,1
49,53.42,2422.64,Sin_Internet,Mes_a_Mes,Si,0
37,72.24,2614.64,No,Mes_a_Mes,Si,0
38,67.83,2450.75,Si,Mes_a_Mes,No,0
62,59.2,3793.46,No,Mes_a_Mes,Si,0
61,107.06,5971.24,No,Dos_Anos,No,0
8,53.27,468.15,Si,Mes_a_Mes,Si,0
38,87.02,3448.49,Si,Mes_a_Mes,No,0
36,62.87,2209.57,Sin_Internet,Mes_a_Mes,Si,0
56,61.92,3376.2,Si,Un_Ano,No,0
45,113.62,5092.96,Si,Dos_Anos,Si,0
50,91.26,4743.57,No,Mes_a_Mes,Si,0
20,76.13,1550.46,Si,Mes_a_Mes,No,1
63,41.59,2611.8,Si,Dos_Anos,Si,1
55,38.07,1966.3,Si,Mes_a_Mes,Si,1
34,43.4,1379.33,No,Mes_a_Mes,Si,0
32,84.56,2930.93,No,Mes_a_Mes,Si,1
43,30.32,1317.23,Sin_Internet,Un_Ano,Si,0
13,69.09,912.52,No,Mes_a_Mes,Si,0
2,68.68,135.51,No,Mes_a_Mes,Si,0
61,112.19,7128.45,Si,Dos_Anos,Si,0
14,60.14,892.75,Sin_Internet,Dos_Anos,Si,1
42,110.18,4545.41,No,Dos_Anos,Si,0
15,83.43,1139.48,Si,Mes_a_Mes,No,1
10,62.06,589.87,No,Mes_a_Mes,No,0
56,75.03,4471.95,No,Un_Ano,No,0
53,33.95,1821.02,Sin_Internet,Un_Ano,No,0
58,109.51,6835.93,Sin_Internet,Un_Ano,Si,0
62,84.99,5144.76,No,Dos_Anos,Si,0
57,66.38,3643.64,Sin_Internet,Mes_a_Mes,No,1
63,98.7,5598.06,Si,Mes_a_Mes,Si,1
4,63.43,237.49,No,Mes_a_Mes,Si,1
34,68.79,2261.75,Si,Un_Ano,No,0
32,65.09,1907.69,Sin_Internet,Dos_Anos,No,0
34,119.67,4153.9,Si,Mes_a_Mes,Si,0
70,98.17,7544.96,Sin_Internet,Un_Ano,Si,0
40,113.24,4129.37,Si,Un_Ano,No,0
35,61.07,2091.23,No,Dos_Anos,Si,0
15,71.57,1052.1,Si,Dos_Anos,No,0
51,44.13,2057.0,Si,Dos_Anos,Si,0
20,25.96,486.54,Si,Mes_a_Mes,No,0
37,43.5,1594.32,Sin_Internet,Mes_a_Mes,No,0
38,113.25,4695.61,Si,Mes_a_Mes,Si,0
21,68.36,1455.71,Si,Mes_a_Mes,Si,0
10,37.43,344.34,Sin_Internet,Mes_a_Mes,No,0
54,67.99,3849.29,No,Un_Ano,Si,0
9,100.31,967.3,No,Mes_a_Mes,Si,1
42,72.58,3236.25,No,Dos_Anos,Si,1
16,114.0,1940.13,No,Mes_a_Mes,No,0
24,110.34,2813.27,Si,Mes_a_Mes,Si,0
4,69.96,264.33,Sin_Internet,Un_Ano,Si,0
44,32.88,1473.96,No,Mes_a_Mes,Si,1
23,91.92,1971.51,Si,Mes_a_Mes,No,1
42,58.86,2387.26,Sin_Internet,Mes_a_Mes,Si,0
66,99.64,6467.43,Sin_Internet,Mes_a_Mes,Si,0
19,54.34,1018.4,No,Dos_Anos,No,1
20,56.41,1114.18,No,Un_Ano,Si,0
28,76.52,2264.05,Si,Un_Ano,No,0
24,27.37,672.67,Sin_Internet,Mes_a_Mes,Si,1
2,41.12,84.57,No,Mes_a_Mes,Si,1
7,105.88,780.98,Si,Mes_a_Mes,No,1
1,115.87,109.08,Si,Mes_a_Mes,Si,0
11,43.25,472.37,Sin_Internet,Mes_a_Mes,Si,0
51,98.38,5373.8,Si,Un_Ano,No,0
60,35.63,2225.75,Si,Un_Ano,No,0
31,69.91,2331.96,No,Mes_a_Mes,Si,0
30,73.3,2178.43,Si,Mes_a_Mes,Si,0
24,78.55,1985.45,No,Un_Ano,No,1
18,59.34,1018.13,No,Un_Ano,Si,0
58,106.33,6620.78,Si,Un_Ano,No,0
17,53.83,877.9,Si,Mes_a_Mes,Si,0
46,71.1,3166.33,No,Dos_Anos,Si,0
19,43.41,860.7,No,Mes_a_Mes,Si,0
12,79.42,1000.26,No,Mes_a_Mes,Si,1
12,43.73,477.8,Si,Mes_a_Mes,Si,0
50,47.94,2229.29,Si,Mes_a_Mes,Si,0
66,66.55,4172.43,Sin_Internet,Mes_a_Mes,Si,0
20,51.39,1130.55,Sin_Internet,Dos_Anos,Si,0
6,28.81,184.01,No,Un_Ano,No,0
1,100.66,104.99,No,Mes_a_Mes,No,0
7,102.91,787.14,Sin_Internet,Un_Ano,Si,1
55,110.57,6309.03,No,Mes_a_Mes,Si,1
15,118.09,1839.24,No,Mes_a_Mes,Si,1
24,35.76,926.59,No,Un_Ano,Si,1
29,51.08,1422.65,No,Mes_a_Mes,No,1
71,84.91,5427.87,No,Dos_Anos,No,0
34,108.26,3839.08,No,Mes_a_Mes,No,0
37,40.42,1392.68,Si,Dos_Anos,Si,0
42,70.94,2852.7,Si,Un_Ano,Si,0
64,117.98,8037.75,Si,Mes_a_Mes,Si,0
19,56.45,1132.17,Si,Un_Ano,Si,0
23,71.65,1639.64,No,Dos_Anos,No,0
71,90.91,5943.84,Si,Mes_a_Mes,Si,0
6,65.06,374.61,Si,Mes_a_Mes,Si,0
55,93.17,5099.27,No,Mes_a_Mes,Si,1
39,39.03,1603.81,Si,Un_Ano,No,0
25,46.91,1286.44,Sin_Internet,Un_Ano,Si,0
4,61.75,253.2,No,Dos_Anos,Si,1
33,118.47,3560.28,No,Un_Ano,Si,1
66,58.13,3622.6,Si,Mes_a_Mes,Si,0
2,111.98,213.19,Si,Mes_a_Mes,No,1
14,108.11,1554.24,No,Un_Ano,Si,0
50,96.8,4373.84,Si,Mes_a_Mes,No,0
11,60.18,662.85,Sin_Internet,Mes_a_Mes,No,1
34,56.39,2107.34,No,Mes_a_Mes,Si,0
38,85.77,3434.4,Si,Dos_Anos,No,0
39,47.09,1935.45,Si,Un_Ano,No,0
22,59.25,1367.47,Sin_Internet,Mes_a_Mes,Si,0
42,102.44,4460.29,No,Mes_a_Mes,Si,1
57,45.02,2462.66,Sin_Internet,Un_Ano,Si,0
38,103.67,4162.36,Si,Mes_a_Mes,Si,1
9,77.44,717.3,Si,Un_Ano,No,0
29,73.6,2018.67,No,Un_Ano,Si,0
69,83.29,6297.57,No,Mes_a_Mes,Si,1
42,84.98,3915.03,No,Mes_a_Mes,Si,0
60,78.04,4564.32,Si,Mes_a_Mes,No,0
39,91.64,3754.93,Sin_Internet,Mes_a_Mes,No,1
60,59.01,3669.03,No,Mes_a_Mes,Si,1
53,102.02,5497.8,No,Mes_a_Mes,Si,0
8,46.01,344.59,No,Un_Ano,No,0
21,92.86,1937.52,Si,Dos_Anos,Si,0
56,61.61,3608.82,Si,Dos_Anos,No,0
48,91.01,4795.14,Si,Dos_Anos,No,0
47,28.08,1349.75,Sin_Internet,Un_Ano,Si,0
9,62.08,586.9,Sin_Internet,Dos_Anos,Si,0
1,116.5,126.14,No,Mes_a_Mes,Si,1
55,79.42,4467.5,Si,Un_Ano,No,0
31,72.43,2364.12,No,Un_Ano,No,1
11,48.51,529.13,No,Dos_Anos,Si,0
66,71.69,4534.61,Si,Mes_a_Mes,Si,0
60,103.22,6184.58,Si,Un_Ano,No,0
31,57.15,1626.01,No,Mes_a_Mes,No,0
50,78.66,4271.24,Sin_Internet,Mes_a_Mes,Si,0
60,88.99,5136.96,Si,Mes_a_Mes,Si,1
62,63.08,3880.48,No,Dos_Anos,Si,0
39,51.89,2085.79,Si,Dos_Anos,Si,0
3,39.78,119.45,Si,Mes_a_Mes,No,0
58,34.61,1920.17,No,Mes_a_Mes,Si,0
68,47.9,3572.69,No,Dos_Anos,No,1
30,26.86,861.93,Si,Dos_Anos,Si,0
67,97.22,5996.27,No,Mes_a_Mes,No,0
68,35.62,2357.92,Sin_Internet,Mes_a_Mes,Si,0
58,110.4,6011.7,Si,Un_Ano,Si,0
53,73.52,3879.94,Si,Dos_Anos,No,0
14,68.41,901.96,Sin_Internet,Mes_a_Mes,Si,1
10,31.15,299.8,No,Un_Ano,Si,0
22,37.67,832.2,No,Dos_Anos,Si,0
63,106.39,6225.46,Si,Mes_a_Mes,No,1
61,88.91,5815.03,Si,Dos_Anos,Si,0
46,33.98,1520.14,No,Mes_a_Mes,Si,0
37,89.71,3594.3,No,Un_Ano,Si,0
21,37.44,712.35,Sin_Internet,Dos_Anos,No,0
3,94.6,299.22,No,Un_Ano,Si,0
19,114.73,2338.98,No,Mes_a_Mes,No,1
32,97.04,3406.23,No,Mes_a_Mes,No,0
24,103.26,2295.78,Si,Mes_a_Mes,Si,0
48,83.96,3976.68,No,Un_Ano,No,0
58,25.35,1546.85,No,Dos_Anos,Si,0
40,99.59,3994.4,Sin_Internet,Dos_Anos,No,0
7,63.39,472.2,Si,Un_Ano,No,0
46,107.94,5445.78,No,Mes_a_Mes,No,0
15,79.42,1252.45,No,Un_Ano,No,0
5,43.2,226.46,Sin_Internet,Dos_Anos,Si,0
59,30.21,1806.59,Sin_Internet,Mes_a_Mes,Si,0
70,77.73,5401.01,Si,Dos_Anos,Si,0
22,78.85,1850.93,No,Mes_a_Mes,Si,1
28,106.71,2828.25,No,Mes_a_Mes,Si,1
54,28.68,1660.68,Si,Mes_a_Mes,Si,0
19,103.02,2089.45,Si,Dos_Anos,No,0
14,63.54,931.76,Si,Un_Ano,Si,1
48,75.19,3750.51,No,Mes_a_Mes,Si,1
7,75.67,477.58,No,Dos_Anos,Si,0
32,61.32,2154.7,No,Mes_a_Mes,Si,0
22,42.67,918.45,Sin_Internet,Mes_a_Mes,Si,0
46,32.49,1458.62,Sin_Internet,Mes_a_Mes,Si,1
13,44.66,637.29,Sin_Internet,Mes_a_Mes,Si,0
22,92.86,1937.46,Si,Dos_Anos,No,0
10,89.81,979.49,Sin_Internet,Un_Ano,Si,1
44,89.16,3832.96,Sin_Internet,Mes_a_Mes,No,1
24,111.23,2454.99,No,Mes_a_Mes,Si,1
59,68.4,4054.22,No,Mes_a_Mes,No,1
62,97.12,6269.8,Si,Un_Ano,Si,0
55,88.48,4972.54,Si,Mes_a_Mes,No,0
49,114.02,6092.23,Sin_Internet,Mes_a_Mes,No,0
50,88.63,4328.44,No,Un_Ano,No,0
19,42.12,791.0,No,Mes_a_Mes,Si,0
58,95.7,5268.55,No,Un_Ano,Si,0
48,59.01,2876.58,No,Mes_a_Mes,No,0
12,49.22,642.57,No,Mes_a_Mes,No,1
20,51.42,996.65,No,Mes_a_Mes,No,1
45,103.38,4293.85,Sin_Internet,Mes_a_Mes,No,1
26,68.02,1721.17,No,Mes_a_Mes,Si,0
31,69.56,2321.62,No,Mes_a_Mes,Si,0
59,26.02,1658.05,Sin_Internet,Mes_a_Mes,Si,0
3,50.66,140.49,No,Un_Ano,No,1
18,108.92,2064.29,Si,Un_Ano,Si,1
21,72.32,1409.87,Sin_Internet,Mes_a_Mes,No,0
57,64.56,3962.85,Si,Mes_a_Mes,No,0
42,32.03,1338.59,No,Dos_Anos,No,0
62,52.87,3539.37,Sin_Internet,Dos_Anos,No,0
30,37.46,1028.16,No,Dos_Anos,Si,0
61,40.62,2267.9,No,Mes_a_Mes,Si,1
36,57.19,2238.1,Sin_Internet,Mes_a_Mes,Si,0
55,31.37,1819.33,No,Mes_a_Mes,No,0
4,98.94,367.7,No,Mes_a_Mes,No,1
15,84.08,1359.7,Si,Un_Ano,Si,0
71,100.98,7676.88,No,Un_Ano,Si,0
57,58.05,3333.85,Si,Mes_a_Mes,Si,0
63,46.11,2710.34,No,Dos_Anos,No,0
64,81.05,5106.73,Si,Mes_a_Mes,No,0
17,27.08,464.99,Si,Dos_Anos,No,0
53,33.46,1670.37,Si,Un_Ano,No,0
40,95.44,4091.29,Si,Mes_a_Mes,No,0
70,109.3,8161.4,No,Un_Ano,Si,0
50,44.52,2013.78,No,Un_Ano,No,0
68,100.14,6155.33,Si,Mes_a_Mes,No,1
15,61.45,910.11,Si,Mes_a_Mes,No,1
34,64.51,2379.43,Si,Mes_a_Mes,Si,1
30,108.98,3444.72,Si,Mes_a_Mes,Si,0
24,84.0,2200.85,Si,Mes_a_Mes,No,1
8,102.13,781.74,No,Mes_a_Mes,Si,1
57,98.7,6152.67,No,Mes_a_Mes,Si,1
70,79.54,5602.88,Si,Un_Ano,Si,0
25,96.05,2454.56,No,Mes_a_Mes,No,0
34,92.28,2967.4,No,Un_Ano,No,0
25,70.63,1752.11,Si,Un_Ano,Si,0
18,39.42,745.92,Sin_Internet,Dos_Anos,Si,0
70,50.31,3416.82,No,Mes_a_Mes,Si,0
14,60.76,777.43,Si,Dos_Anos,Si,0
6,80.74,517.16,No,Mes_a_Mes,Si,0
36,53.29,1739.41,No,Dos_Anos,Si,0
36,44.51,1472.98,Si,Dos_Anos,No,0
18,28.38,524.85,Si,Mes_a_Mes,No,0
15,45.19,700.69,Si,Dos_Anos,Si,0
16,76.21,1231.52,No,Dos_Anos,Si,0
14,38.26,490.41,No,Mes_a_Mes,Si,0
47,27.79,1378.45,Sin_Internet,Un_Ano,Si,0
54,32.1,1767.45,Si,Dos_Anos,No,1
58,115.45,6924.4,Si,Mes_a_Mes,No,1
30,28.37,766.48,No,Dos_Anos,Si,0
46,69.87,2949.12,Sin_Internet,Mes_a_Mes,Si,0
16,90.39,1510.14,No,Un_Ano,No,0
1,46.2,47.84,No,Mes_a_Mes,Si,0
41,116.6,4492.19,Si,Mes_a_Mes,Si,1
27,27.16,734.03,Si,Mes_a_Mes,Si,0
62,108.61,6481.17,No,Mes_a_Mes,No,0
28,62.19,1784.82,Si,Mes_a_Mes,Si,0
20,61.46,1302.33,No,Mes_a_Mes,No,0
55,69.86,3602.57,No,Dos_Anos,No,0
51,117.28,6159.89,Si,Dos_Anos,No,0
69,84.67,5765.57,No,Mes_a_Mes,Si,0
34,108.46,3461.04,No,Dos_Anos,Si,0
27,27.64,730.84,No,Un_Ano,No,0
38,110.21,3856.48,Si,Un_Ano,Si,0
29,45.28,1354.53,Si,Mes_a_Mes,Si,0
35,54.92,2113.73,No,Mes_a_Mes,Si,0
20,31.99,669.65,Si,Mes_a_Mes,Si,1
19,111.93,2276.38,Sin_Internet,Dos_Anos,No,0
5,74.98,354.34,No,Mes_a_Mes,No,0
25,33.56,772.92,Si,Mes_a_Mes,No,1
26,62.76,1469.28,No,Mes_a_Mes,Si,0
51,61.21,3265.05,Si,Mes_a_Mes,No,0
66,29.83,2096.02,Sin_Internet,Un_Ano,Si,0
61,58.02,3319.14,Sin_Internet,Mes_a_Mes,Si,0
15,52.83,789.01,Sin_Internet,Dos_Anos,No,0
45,112.35,5141.72,No,Un_Ano,Si,0
6,101.64,665.72,No,Mes_a_Mes,No,1
58,40.21,2525.26,Sin_Internet,Mes_a_Mes,Si,0
1,113.5,102.51,Si,Un_Ano,Si,0
43,95.6,3740.19,No,Mes_a_Mes,Si,1
