id_cliente,edad,ingreso_mensual,escolaridad,canal_contacto,score_credito,tasa_interes,monto_prestamo
CLI-001048,19.0,2352709.57,Primaria,Web,634.4,1.37,10847534.48
CLI-001049,56.0,4436509.24,Secundaria,Web,703.0,2.65,23760461.93
CLI-001050,55.0,5454809.53,Primaria,Web,732.8,3.86,19599128.0
CLI-001051,30.0,3011.89,Secundaria,Web,,3.13,9939.4
CLI-001052,43.0,11601646.34,Pregrado,Sucursal,698.1,3.2,46491705.63
CLI-001053,44.0,754972.26,Posgrado,,628.9,1.86,3678283.81
CLI-001054,41.0,,Primaria,Call Center,689.3,2.33,
CLI-001055,31.0,1284401.95,Pregrado,Web,666.5,3.99,6269464.76
CLI-001056,30.0,161926.29,Pregrado,App Movil,674.1,1.49,628165.15
CLI-001057,38.0,551492.43,Pregrado,Call Center,625.1,4.03,2914369.17
CLI-001058,52.0,18034842.47,Pregrado,Web,682.3,2.8,47412254.73
CLI-001059,45.0,1590342.16,Secundaria,Call Center,583.9,3.96,7693978.73
CLI-001060,34.0,514533.21,Secundaria,App Movil,665.6,2.25,2456576.13
CLI-001061,47.0,475267.43,Secundaria,web,599.2,2.32,2753354.52
CLI-001062,4.0,5338363.16,Primaria,Call Center,570.5,3.68,26674660.64
CLI-001063,52.0,8097815.13,Pregrado,Sucursal,593.6,3.79,42813607.23
CLI-001064,17.0,1247379.15,Secundaria,Sucursal,633.4,1.96,7067735.78
CLI-001065,34.0,88751.09,Secundaria,Web,607.7,4.41,431568.3
CLI-001066,25.0,1060209.31,Secundaria,Web,681.7,1.48,3727205.82
CLI-001067,22.0,244337.29,Pregrado,App Movil,656.4,1.43,1354656.83
CLI-001068,52.0,458387.16,Pregrado,Web,731.2,3.17,2345348.64
CLI-001069,32.0,2372026.65,Pregrado,Web,643.2,3.59,9453787.2
CLI-001070,42.0,1097286.78,Secundaria,App Movil,664.5,4.37,5472006.89
CLI-001071,37.0,3047345.94,Pregrado,Call Center,799.3,2.54,16872883.47
CLI-001072,,1227875.43,Secundaria,Web,614.9,1.28,7262616.06
CLI-001073,39.0,11854105.5,Primaria,Web,627.2,3.19,69147726.95
CLI-001074,23.0,9928231.27,Secundaria,App Movil,746.3,2.16,36125332.83
CLI-001075,50.0,3513593.4,Pregrado,App Movil,573.5,2.63,13969794.37
CLI-001076,32.0,1837971.77,Pregrado,Web,755.2,2.81,5299567.58
CLI-001077,19.0,2015526.76,Posgrado,APP,631.0,1.41,6785079.37
CLI-001078,,2229264.0,Pregrado,App Movil,583.3,2.8,12458184.42
CLI-001079,56.0,5461712.75,Secundaria,App Movil,722.4,2.61,20552287.13
CLI-001080,48.0,2523450.05,Secundaria,Web,629.9,3.55,11789392.86
CLI-001081,-3.0,8160700.56,Primaria,App Movil,795.9,3.33,39423362.38
CLI-001082,34.0,12113210.04,Pregrado,Call Center,656.5,1.81,63429642.89
CLI-001083,34.0,1719446.56,Pregrado,Web,655.9,1.88,5398718.49
CLI-001084,63.0,3454752.7,,App Movil,603.1,2.03,12322570.75
CLI-001085,,419507.8,Pregrado,Web,638.3,1.79,1707051.57
CLI-001086,43.0,939666.14,Pregrado,APP,628.2,3.37,3549066.12
CLI-001087,50.0,2240801.82,Pregrado,Web,756.5,4.48,13310739.97
CLI-001088,,969894.07,Posgrado,Call Center,673.2,3.35,5259049.64
CLI-001089,35.0,8786417.0,Pregrado,App Movil,706.4,3.2,36717589.99
CLI-001090,36.0,,Pregrado,App Movil,657.9,2.55,
CLI-001091,37.0,2554367.49,Pregrado,Sucursal,617.1,2.23,9494035.58
CLI-001092,38.0,3908693.51,Pregrado,Web,679.7,4.21,20522201.02
CLI-001093,47.0,4944297.7,Secundaria,App Movil,777.3,4.4,16231459.86
CLI-001094,,2028594.51,Primaria,App Movil,566.1,2.84,10555035.19
CLI-001095,47.0,8539920.87,Primaria,Web,683.6,2.16,34993067.98
CLI-001096,37.0,3528288.71,Secundaria,Call Center,769.7,3.74,10148232.02
CLI-001097,39.0,2431547.65,Pregrado,Web,584.8,1.64,8404446.5
CLI-001098,14.0,292353.71,Primaria,Sucursal,723.8,3.73,1142506.95
CLI-001099,49.0,2624614.72,Secundaria,App Movil,723.9,3.9,13444655.02
CLI-001100,42.0,7219358.21,Secundaria,Web,546.5,1.61,19892504.79
CLI-001101,50.0,4003946.08,Pregrado,Sucursal,738.8,4.42,19252632.32
CLI-001102,3.0,7495986.77,Secundaria,App Movil,602.5,4.45,37525267.65
CLI-001103,63.0,2861215.03,Primaria,App Movil,678.7,4.29,13701571.36
CLI-001104,36.0,529564.71,Secundaria,App Movil,731.9,2.84,2733795.06
CLI-001105,51.0,57681.64,Secundaria,Web,746.0,2.01,180173.8
CLI-001106,26.0,1517396.61,Pregrado,Call Center,527.1,3.12,6911531.77
CLI-001107,45.0,,Secundaria,App Movil,793.1,2.59,
CLI-001108,25.0,6559921.84,Pregrado,Web,763.4,1.88,30423244.35
CLI-001109,31.0,1472628.77,Pregrado,Sucursal,734.2,2.6,6832522.15
CLI-001110,61.0,2874868.84,,Web,678.9,3.39,14597257.93
CLI-001111,36.0,2295964.37,Secundaria,Web,615.1,1.43,8417498.58
CLI-001112,41.0,2219780.68,Secundaria,App Movil,563.3,2.3,10991611.75
CLI-001113,48.0,1105095.08,Primaria,Call Center,520.1,1.26,6306576.95
CLI-001114,44.0,615770.91,Secundaria,APP,701.6,3.67,1562909.18
CLI-001115,40.0,919853.73,Pregrado,Sucursal,734.1,3.31,5100952.87
CLI-001116,42.0,239073.01,Primaria,App Movil,643.2,1.41,780612.62
CLI-001117,67.0,927400.76,Secundaria,Sucursal,613.1,4.38,3798384.47
CLI-001118,37.0,38822.65,Posgrado,App Movil,655.6,1.27,212873.03
CLI-001119,40.0,,Pregrado,Web,598.8,3.15,
CLI-001120,51.0,1597454.68,Primaria,APP,651.7,3.76,8980484.73
CLI-001121,51.0,15192628.54,Primaria,Web,594.2,3.8,87987481.86
CLI-001122,52.0,904346.29,Primaria,App Movil,699.0,1.31,3676212.3
CLI-001123,46.0,,Posgrado,Call Center,749.5,4.19,
CLI-001124,24.0,1860262.28,Pregrado,Sucursal,690.7,4.23,7193028.8
CLI-001125,58.0,35647.13,Pregrado,Web,643.6,3.05,132874.98
CLI-001126,24.0,7676102.21,Posgrado,Web,729.1,2.79,30785652.22
CLI-001127,42.0,136573.37,Pregrado,App Movil,651.5,1.35,696628.87
CLI-001128,29.0,11828932.34,Secundaria,App Movil,726.6,3.05,50332611.2
CLI-001129,37.0,9350513.44,Secundaria,App Movil,599.1,2.55,50017849.34
CLI-001130,42.0,3220731.8,Pregrado,App Movil,609.5,3.75,16452350.47
CLI-001131,42.0,3294379.05,Posgrado,,570.9,2.53,8472070.97
CLI-001132,43.0,4454834.45,Secundaria,Web,612.8,3.46,20963709.41
CLI-001133,57.0,2055782.11,Pregrado,App Movil,728.5,1.53,8280688.14
CLI-001134,43.0,4376051.9,Posgrado,App Movil,580.3,1.64,17933942.29
CLI-001135,35.0,,Primaria,Web,465.6,1.66,
CLI-001136,50.0,233364.84,Posgrado,Web,616.8,1.35,1030685.68
CLI-001137,150.0,2566495.66,Secundaria,web,556.1,2.99,14371545.13
CLI-001138,23.0,3350208.61,Secundaria,Call Center,609.6,3.82,16733687.54
CLI-001139,45.0,9188043.99,Secundaria,Web,818.5,3.21,40748424.09
CLI-001140,,464320.3,Pregrado,Call Center,578.9,3.1,2387016.3
CLI-001141,34.0,7264397.32,Pregrado,Web,,3.45,19136032.9
CLI-001142,55.0,990285.47,Secundaria,Sucursal,643.6,2.32,2569585.6
CLI-001143,36.0,2104256.01,Posgrado,Web,679.8,2.39,5874499.15
CLI-001144,40.0,1598849.71,Pregrado,Call Center,609.3,2.24,6445728.45
CLI-001145,-3.0,2146554.67,Pregrado,Web,742.9,3.55,7135309.81
CLI-001146,38.0,685028.56,Secundaria,App Movil,684.1,1.73,4072436.24
CLI-001147,25.0,2941314.36,Posgrado,Sucursal,686.4,1.24,12935946.11
CLI-001148,21.0,95000000.0,Secundaria,Web,657.9,3.17,457753235.57
CLI-001149,57.0,2446758.54,Secundaria,App Movil,750.5,4.31,8504615.77
CLI-001150,28.0,2833103.14,Primaria,Web,694.8,3.21,10273651.26
CLI-001151,26.0,7933537.31,Secundaria,Sucursal,679.7,3.78,29148741.92
CLI-001152,12.0,5142367.44,Posgrado,App Movil,702.2,3.42,25431963.69
CLI-001153,30.0,2831790.98,Secundaria,App Movil,509.2,2.84,11774506.83
CLI-001154,22.0,1251582.96,Secundaria,web,665.0,3.57,5396691.53
CLI-001155,58.0,9081182.75,Pregrado,App Movil,644.9,3.92,41519262.32
CLI-001156,50.0,3613811.59,Pregrado,Web,743.5,1.94,18758720.63
CLI-001157,30.0,,Pregrado,Sucursal,593.9,2.31,
CLI-001158,65.0,1316723.74,Secundaria,Sucursal,666.1,1.94,6872058.48
CLI-001159,50.0,6825954.9,Pregrado,APP,803.9,2.69,30521047.37
CLI-001160,34.0,189628.48,Secundaria,Web,647.9,4.12,918149.63
CLI-001161,8.0,20327596.9,,App Movil,543.6,2.34,74123183.09
CLI-001162,65.0,586598.79,Pregrado,Call Center,823.9,2.44,2307007.36
CLI-001163,21.0,6677879.25,Pregrado,Call Center,592.8,4.04,22097639.13
CLI-001164,18.0,2109053.15,Primaria,Sucursal,566.8,2.9,12501517.98
CLI-001165,50.0,2846337.81,Secundaria,Web,570.0,2.97,12067078.76
CLI-001166,67.0,8927939.01,Primaria,Web,708.2,4.04,53445046.36
CLI-001167,55.0,2236832.54,Secundaria,Web,753.8,2.82,9426573.6
CLI-001168,45.0,3238599.91,Secundaria,web,790.8,3.45,10587402.26
CLI-001169,45.0,212336.75,Pregrado,Web,651.2,1.48,907969.65
CLI-001170,48.0,9870.98,Primaria,App Movil,571.1,1.79,26045.41
CLI-001171,47.0,1179244.48,Pregrado,App Movil,604.4,2.53,6682417.98
CLI-001172,41.0,4793284.07,Primaria,App Movil,652.7,2.83,25715613.75
CLI-001173,39.0,542941.49,Secundaria,App Movil,648.3,4.39,2736626.99
CLI-001174,37.0,507232.72,Pregrado,Sucursal,754.7,4.4,2350716.02
CLI-001175,29.0,2222901.32,Pregrado,App Movil,544.6,4.01,10068453.29
CLI-001176,35.0,4383377.26,Secundaria,Web,560.8,2.24,26250068.41
CLI-001177,18.0,5229188.17,Primaria,App Movil,625.2,4.38,18160923.55
CLI-001178,37.0,825565.86,Pregrado,Call Center,679.5,3.47,4316797.43
CLI-001179,26.0,348322.98,Secundaria,APP,614.6,2.5,1579615.7
CLI-001180,25.0,11844209.75,Secundaria,Sucursal,608.1,3.52,70065392.85
CLI-001181,40.0,1268425.26,Pregrado,Sucursal,743.9,1.25,6846085.79
CLI-001182,55.0,8062666.92,Secundaria,App Movil,687.8,1.68,48334381.19
CLI-001183,49.0,8363745.74,Primaria,Sucursal,571.2,3.94,38131466.68
CLI-001184,19.0,6218958.27,Posgrado,,609.2,3.33,19999571.85
CLI-001185,26.0,776686.14,Pregrado,App Movil,691.3,2.4,3310938.94
CLI-001186,49.0,7244399.2,Primaria,Web,549.1,2.85,36141503.26
CLI-001187,26.0,6158975.88,Pregrado,APP,690.9,4.19,32089873.99
CLI-001188,35.0,3814152.65,Primaria,Sucursal,622.5,3.28,9542189.74
CLI-001189,45.0,1727397.27,Pregrado,App Movil,679.0,2.51,7371831.62
CLI-001190,26.0,1278903.6,Pregrado,,659.6,1.6,4250207.23
CLI-001191,39.0,545926.55,Secundaria,App Movil,560.6,2.17,3036547.97
CLI-001192,22.0,2993987.76,Primaria,App Movil,599.1,4.43,9087259.0
CLI-001193,31.0,3696443.4,Primaria,Sucursal,,2.64,17863420.82
CLI-001194,42.0,1870070.19,Pregrado,Web,839.7,2.76,6416617.87
CLI-001195,,2709172.99,Pregrado,Sucursal,510.2,2.85,10153702.68
CLI-001196,43.0,1897533.02,Primaria,Web,733.4,4.12,10990430.44
CLI-001197,38.0,4302689.01,Secundaria,Web,673.6,3.19,14377729.8
CLI-001198,45.0,9724079.92,Secundaria,App Movil,816.6,3.49,27543550.37
CLI-001199,41.0,751931.42,Secundaria,App Movil,605.3,2.49,2062169.78
CLI-001200,54.0,2017304.77,Secundaria,Web,721.9,1.3,8606130.57
CLI-001201,40.0,,Pregrado,APP,625.8,4.27,
CLI-001202,33.0,4118853.14,Pregrado,App Movil,752.5,4.33,15015393.43
CLI-001203,39.0,5481666.74,,Web,,4.33,26947375.39
CLI-001204,45.0,11285253.22,Posgrado,App Movil,667.0,4.31,30623866.44
CLI-001205,39.0,1373141.8,Pregrado,Call Center,558.9,3.89,7553201.63
CLI-001206,38.0,,Pregrado,App Movil,763.1,3.46,
CLI-001207,30.0,274479.95,,Web,,3.99,1632946.26
CLI-001208,30.0,3880186.46,Primaria,Web,680.2,3.18,22418814.96
CLI-001209,21.0,247084.94,Primaria,App Movil,776.7,1.64,925750.69
CLI-001210,59.0,9417190.22,Primaria,App Movil,559.0,2.49,36703158.4
CLI-001211,23.0,3169388.9,Pregrado,Sucursal,592.7,4.41,16198356.73
CLI-001212,30.0,4648097.48,Pregrado,web,697.5,2.36,13801547.98
CLI-001213,29.0,7481285.09,Secundaria,Web,590.9,4.06,26925530.22
CLI-001214,49.0,684114.62,Pregrado,Call Center,624.7,1.51,1994121.11
CLI-001215,34.0,165294.98,Pregrado,web,,2.3,676404.01
CLI-001216,53.0,8866128.39,Primaria,web,684.6,2.36,39294813.84
CLI-001217,30.0,1588603.66,Secundaria,APP,555.7,1.37,5145585.18
CLI-001218,41.0,579974.16,Primaria,Call Center,682.6,1.59,1503995.32
CLI-001219,28.0,2654312.44,Primaria,App Movil,749.1,1.84,13318664.07
CLI-001220,,3830672.42,Pregrado,App Movil,663.7,3.96,9844897.36
CLI-001221,24.0,132133.39,Pregrado,App Movil,,1.41,780499.93
CLI-001222,42.0,1350046.8,Pregrado,Call Center,608.6,2.19,4422247.59
CLI-001223,46.0,140069.37,Pregrado,App Movil,670.8,1.23,675645.66
CLI-001224,,2290283.52,Pregrado,Web,523.9,3.5,9210675.3
CLI-001225,36.0,9469941.77,Pregrado,Web,700.4,3.25,25652732.36
CLI-001226,36.0,17028067.45,Pregrado,Call Center,678.8,3.33,70711478.68
CLI-001227,39.0,4256630.51,Pregrado,Sucursal,546.8,2.44,18340383.06
CLI-001228,36.0,740480.69,Pregrado,App Movil,771.7,1.89,4066269.17
CLI-001229,50.0,9924010.09,Secundaria,Web,695.7,3.58,50247463.67
CLI-001230,65.0,3049966.65,Pregrado,Sucursal,594.6,3.88,8471461.29
CLI-001231,31.0,701146.5,Secundaria,Web,702.5,1.66,2266154.14
CLI-001232,22.0,10699703.03,Pregrado,App Movil,571.2,2.81,38429127.17
CLI-001233,37.0,5949828.99,Secundaria,App Movil,582.3,2.02,17298692.87
CLI-001234,69.0,5525810.53,Secundaria,APP,571.7,1.75,22651108.27
CLI-001235,28.0,5187223.36,,App Movil,569.4,3.62,30838469.1
CLI-001236,58.0,938987.36,Secundaria,App Movil,685.0,2.98,4038720.57
CLI-001237,58.0,995389.25,Secundaria,Sucursal,657.6,1.91,5073088.5
CLI-001238,31.0,4895904.85,Secundaria,App Movil,709.9,2.22,23942356.79
CLI-001239,45.0,1042045.09,Pregrado,Web,424.4,4.39,5704873.86
CLI-001240,58.0,2425287.2,Pregrado,App Movil,618.7,4.0,7894387.97
CLI-001241,33.0,6397728.08,Pregrado,APP,619.8,4.1,32874034.25
CLI-001242,36.0,6435479.7,Pregrado,App Movil,654.2,2.72,35940502.4
CLI-001243,31.0,2535897.64,Secundaria,Sucursal,652.1,3.26,7862003.84
CLI-001244,26.0,6598749.28,Secundaria,APP,668.2,2.44,24506486.34
CLI-001245,30.0,7660819.22,Secundaria,Call Center,657.1,1.46,45163257.9
CLI-001246,23.0,4466956.52,Pregrado,Sucursal,613.3,2.52,23374500.06
CLI-001247,38.0,1089154.51,Pregrado,Sucursal,618.0,3.16,3800134.05
CLI-001248,29.0,1344930.26,Secundaria,web,645.8,2.15,6016943.88
CLI-001249,41.0,1588039.23,Primaria,APP,690.4,4.0,6217398.18
CLI-001250,19.0,521674.67,Primaria,APP,656.8,1.7,2198795.15
CLI-001251,42.0,1340003.22,Pregrado,Sucursal,587.2,2.41,5015741.49
CLI-001252,48.0,987478.56,Primaria,App Movil,582.9,1.61,3434113.27
CLI-001253,14.0,2551806.08,Primaria,Web,690.8,2.54,12406040.71
CLI-001254,42.0,10041082.81,Secundaria,App Movil,710.6,1.33,52463616.95
CLI-001255,53.0,463474.53,Pregrado,APP,735.7,2.1,2576385.36
CLI-001256,23.0,5350476.62,Pregrado,Call Center,610.7,2.52,16285004.3
CLI-001257,58.0,4882317.99,Secundaria,App Movil,499.8,2.78,26266843.12
CLI-001258,-3.0,422747.02,Pregrado,App Movil,680.5,2.99,1433874.56
CLI-001259,30.0,10745330.55,Pregrado,App Movil,592.7,2.11,42934874.05
CLI-001260,-3.0,3529778.07,,App Movil,641.7,2.93,19961081.71
CLI-001261,45.0,1898926.0,Secundaria,Sucursal,661.9,2.88,7768055.47
CLI-001262,39.0,5933746.57,Pregrado,App Movil,694.3,2.24,18927004.17
CLI-001263,44.0,,Secundaria,Web,721.5,3.94,
CLI-001264,27.0,4966792.4,Secundaria,App Movil,743.6,3.0,20639223.62
CLI-001265,40.0,170189.1,Pregrado,Web,755.5,2.3,879767.62
CLI-001266,21.0,7681331.81,Secundaria,APP,658.3,4.33,46012852.1
CLI-001267,37.0,2496970.5,Secundaria,App Movil,514.9,3.99,13123902.66
CLI-001268,27.0,4252528.71,Secundaria,web,601.2,4.44,23684636.65
CLI-001269,29.0,1050208.19,Secundaria,Web,762.7,3.48,5374349.32
CLI-001270,53.0,4747391.02,Secundaria,Web,661.9,2.45,26746909.5
CLI-001271,51.0,,Secundaria,Sucursal,824.3,2.13,
CLI-001272,45.0,2692029.23,Pregrado,Sucursal,619.7,3.39,15491983.74
CLI-001273,25.0,,Pregrado,App Movil,835.0,4.44,
CLI-001274,34.0,2559502.41,Secundaria,Web,649.9,3.27,14654814.41
CLI-001275,53.0,9429749.83,Pregrado,Web,616.4,4.11,26073870.56
CLI-001276,40.0,2893357.31,Posgrado,Sucursal,593.1,2.29,14476480.31
CLI-001277,66.0,,Primaria,Web,702.8,2.54,
CLI-001278,43.0,6788128.86,Secundaria,App Movil,537.0,4.19,40655380.67
CLI-001279,40.0,2219652.7,Pregrado,Sucursal,606.0,3.7,11522202.62
CLI-001280,34.0,1098192.9,Pregrado,Web,645.8,4.44,4215971.3
CLI-001281,40.0,2188259.81,Primaria,Web,469.4,3.76,9738565.66
CLI-001282,36.0,7349790.2,Secundaria,Web,642.2,2.68,27803729.23
CLI-001283,46.0,1084838.38,Pregrado,,787.6,2.95,3456365.87
CLI-001284,49.0,3121669.06,,App Movil,684.6,4.17,10519269.74
CLI-001285,29.0,6889662.97,Secundaria,web,597.4,3.02,22577679.57
CLI-001286,22.0,1831818.41,,Web,611.8,2.04,8098201.11
CLI-001287,16.0,4316793.78,Secundaria,Sucursal,677.0,2.64,24482964.52
CLI-001288,-3.0,1183872.49,Secundaria,Web,,2.9,6741613.03
CLI-001289,25.0,486043.03,Secundaria,App Movil,687.5,1.52,1308269.01
CLI-001290,12.0,6643333.29,Pregrado,Call Center,606.9,3.65,18466127.45
CLI-001291,43.0,437703.83,Secundaria,Call Center,568.1,1.56,1469773.0
CLI-001292,68.0,1329740.41,Secundaria,Sucursal,744.5,2.54,4511421.04
CLI-001293,,8113461.11,Posgrado,Call Center,706.7,3.86,22978231.49
CLI-001294,48.0,1786536.15,,Web,498.9,2.74,6895353.68
CLI-001295,39.0,15177117.63,Secundaria,App Movil,623.1,3.98,69162715.04
CLI-001296,37.0,16375074.21,Primaria,App Movil,733.4,2.33,74073756.82
CLI-001297,49.0,1311878.04,Pregrado,Call Center,636.7,4.36,5774892.23
CLI-001298,35.0,175734.28,Pregrado,Web,603.6,1.89,647642.63
CLI-001299,41.0,,Primaria,web,629.8,1.33,
CLI-001300,42.0,2518455.46,Posgrado,App Movil,658.9,4.08,13581259.13
CLI-001301,30.0,446028.91,Primaria,Sucursal,635.6,3.68,1655641.44
CLI-001302,50.0,5163348.24,Pregrado,Web,643.4,1.97,14454141.56
CLI-001303,36.0,133018.99,Secundaria,App Movil,638.0,4.45,470508.9
CLI-001304,29.0,8575286.91,Pregrado,Sucursal,572.1,2.86,25561131.96
CLI-001305,44.0,,Secundaria,App Movil,568.0,4.34,
CLI-001306,27.0,571943.55,Pregrado,web,562.8,2.87,1742010.24
CLI-001307,38.0,811385.95,,Sucursal,657.3,2.76,3342874.94
CLI-001308,38.0,13547339.64,Secundaria,App Movil,696.6,2.68,44347353.45
CLI-001309,51.0,4962129.25,Pregrado,Call Center,574.7,2.31,25235200.42
CLI-001310,44.0,,Secundaria,Sucursal,530.0,2.96,
CLI-001311,38.0,2128945.06,Posgrado,Sucursal,,2.69,9455948.06
CLI-001312,48.0,1721765.71,,Web,762.2,1.32,5325781.13
CLI-001313,55.0,1122261.72,Pregrado,App Movil,625.0,2.06,2809550.26
CLI-001314,45.0,2751728.5,Pregrado,Sucursal,632.9,1.9,15250630.54
CLI-001315,38.0,3370835.28,,Call Center,586.2,4.06,16349721.66
CLI-001316,22.0,4196054.9,Secundaria,App Movil,695.7,3.18,11943230.55
CLI-001317,25.0,1248318.71,Secundaria,Web,640.1,3.72,6022205.64
CLI-001318,34.0,12470513.24,Pregrado,App Movil,591.9,4.36,57872729.66
CLI-001319,31.0,781362.35,Secundaria,Web,567.5,3.33,3247926.7
CLI-001320,36.0,14159231.89,Pregrado,Sucursal,680.2,4.44,56175383.96
CLI-001321,39.0,,Pregrado,Sucursal,671.1,2.23,
CLI-001322,44.0,2755593.14,Primaria,App Movil,550.9,1.81,9253331.56
CLI-001323,37.0,1703170.84,Secundaria,Call Center,748.2,2.53,6632292.36
CLI-001324,44.0,2504226.8,Secundaria,App Movil,598.6,2.75,9145195.73
CLI-001325,39.0,3551170.55,Pregrado,Sucursal,472.0,4.15,18463258.71
CLI-001326,14.0,2402285.97,Secundaria,Web,772.3,3.05,13711356.04
CLI-001327,27.0,2250703.02,Primaria,App Movil,641.8,2.16,12320879.37
CLI-001328,36.0,5541779.29,Pregrado,Call Center,684.8,3.65,29326895.15
CLI-001329,23.0,4863467.04,Posgrado,Web,783.8,2.87,28955938.91
CLI-001330,45.0,7523826.37,Posgrado,App Movil,569.8,1.74,37167746.86
CLI-001331,,1208035.01,,App Movil,688.3,3.1,6195634.98
CLI-001332,53.0,3949681.35,Pregrado,Web,744.0,4.21,23460352.39
CLI-001333,35.0,3695774.17,Primaria,Web,575.2,3.98,9329862.7
CLI-001334,56.0,1938801.37,Posgrado,Web,766.9,3.14,9149531.94
CLI-001335,40.0,2795704.67,Secundaria,web,537.3,2.44,14220073.25
CLI-001336,34.0,1581552.53,Pregrado,Sucursal,642.4,1.49,9034452.27
CLI-001337,31.0,642473.33,Pregrado,App Movil,564.0,2.75,3593645.7
CLI-001338,34.0,1010291.54,Pregrado,Sucursal,705.7,3.68,5502918.99
CLI-001339,33.0,468323.65,Secundaria,Web,572.8,2.39,2721086.6
CLI-001340,40.0,4826106.64,Primaria,App Movil,600.6,1.98,21142339.03
CLI-001341,40.0,4539995.65,Pregrado,Web,579.7,4.27,11459949.34
CLI-001342,38.0,12633322.14,Secundaria,Web,553.8,3.91,32072093.58
CLI-001343,43.0,5494200.47,,Call Center,588.6,3.31,24208747.72
CLI-001344,52.0,224486.35,Pregrado,Web,646.4,1.65,903210.24
CLI-001345,49.0,9056379.75,Pregrado,Call Center,642.0,1.68,36944212.35
CLI-001346,20.0,8338705.56,Posgrado,App Movil,632.7,1.54,32532764.13
CLI-001347,7.0,2460214.2,Pregrado,Web,596.7,3.23,14052842.74
CLI-001348,49.0,3702545.97,Secundaria,Sucursal,621.5,1.58,13910821.5
CLI-001349,22.0,15678476.69,Secundaria,App Movil,523.2,3.98,86181361.24
CLI-001350,35.0,3191737.69,Pregrado,App Movil,594.1,4.48,18065320.79
CLI-001351,24.0,9900541.58,Posgrado,Web,632.3,2.41,42060037.1
CLI-001352,16.0,364098.31,Pregrado,Web,673.5,2.7,1479798.62
CLI-001353,44.0,890486.01,,APP,663.8,3.55,4598088.73
CLI-001354,47.0,2440903.58,Primaria,App Movil,551.8,4.29,12150574.61
CLI-001355,31.0,3691341.89,Secundaria,Web,684.2,4.15,13472928.76
CLI-001356,7.0,7115046.18,Primaria,Call Center,659.8,1.39,20341336.73
CLI-001357,31.0,18668721.31,Pregrado,Web,765.2,1.76,63977398.04
CLI-001358,43.0,2068144.26,Primaria,Web,530.4,3.69,6118811.13
CLI-001359,20.0,204021.74,Primaria,Web,639.1,3.47,720515.62
CLI-001360,40.0,6784313.14,Pregrado,App Movil,732.5,1.64,23177761.06
CLI-001361,38.0,3894672.36,Secundaria,Web,626.3,2.86,18429550.6
CLI-001362,45.0,,Pregrado,App Movil,576.9,3.78,
CLI-001363,39.0,2868000.31,Secundaria,Call Center,584.7,1.92,14053497.1
CLI-001364,26.0,5695195.46,Secundaria,Web,712.8,4.08,32709061.91
CLI-001365,52.0,6180165.4,Secundaria,App Movil,526.2,1.37,32411648.19
CLI-001366,36.0,2908014.04,Posgrado,App Movil,623.3,3.78,14678409.31
CLI-001367,38.0,1529439.06,Secundaria,App Movil,579.9,3.23,6040086.42
CLI-001368,27.0,15287188.31,Secundaria,web,585.9,2.24,55596152.32
CLI-001369,33.0,,Secundaria,App Movil,685.3,3.58,
CLI-001370,27.0,,Secundaria,Web,618.4,3.78,
CLI-001371,36.0,1382420.09,Posgrado,App Movil,,4.28,5642470.26
CLI-001372,,5516392.6,Primaria,Web,550.6,2.41,13965966.13
CLI-001373,22.0,1164718.53,Posgrado,Sucursal,716.4,3.46,6142560.96
CLI-001374,19.0,791246.11,Secundaria,Web,667.0,3.19,2767573.91
CLI-001375,56.0,3169610.72,Posgrado,Web,749.0,2.93,8033719.19
CLI-001376,35.0,1438384.72,Pregrado,App Movil,617.4,4.14,7648553.15
CLI-001377,30.0,4163449.81,Pregrado,Web,686.0,1.21,17948422.55
CLI-001378,50.0,527073.52,Pregrado,App Movil,712.7,2.13,2581731.34
CLI-001379,31.0,4468968.69,Secundaria,Web,684.4,2.98,25479442.33
CLI-001380,60.0,1398990.98,Pregrado,APP,785.8,1.79,6147318.02
CLI-001381,46.0,1020.45,Secundaria,Web,516.9,4.2,4348.32
CLI-001382,32.0,570135.22,Secundaria,web,664.0,3.34,2005346.54
CLI-001383,64.0,11391617.34,Pregrado,App Movil,617.5,2.78,40647323.17
CLI-001384,31.0,8484319.92,Secundaria,Sucursal,611.8,3.89,44864211.81
CLI-001385,47.0,1117463.92,Pregrado,Web,769.5,2.69,4549868.73
CLI-001386,42.0,6328369.1,Secundaria,Sucursal,600.4,3.04,19442912.47
CLI-001387,54.0,3939401.13,Pregrado,App Movil,718.2,1.21,11151856.34
CLI-001388,57.0,14856151.9,Posgrado,App Movil,565.7,2.41,61730585.57
CLI-001389,38.0,1964655.71,Pregrado,Sucursal,731.6,1.66,8108807.17
CLI-001390,29.0,4804838.41,Pregrado,App Movil,648.2,3.48,23001261.05
CLI-001391,44.0,275704.39,Pregrado,App Movil,627.4,2.78,1143824.78
CLI-001392,30.0,2119280.85,Posgrado,Web,527.1,2.2,6362430.72
CLI-001393,62.0,13940573.46,Secundaria,Web,627.5,2.74,59628155.62
CLI-001394,40.0,3252126.15,Pregrado,App Movil,595.1,1.89,18451792.74
CLI-001395,34.0,1425934.21,Secundaria,Web,789.8,4.25,4360570.9
CLI-001396,40.0,538193.59,Primaria,Web,654.1,1.38,2644759.32
CLI-001397,22.0,5106375.32,Primaria,Web,602.3,4.06,23379577.33
