id_cliente,edad,ingresos_mensuales,gastos_mensuales,score_digital,llamadas_soporte,antiguedad_meses,segmento
CLI-01442,36,5766523.18,2754696.01,85,3,101,1
CLI-01443,53,7311103.53,6165177.59,29,2,62,2
CLI-01444,46,5322785.84,2550288.5,74,4,60,1
CLI-01445,35,4387556.01,2267378.49,94,2,84,2
CLI-01446,19,4240309.34,2679170.8,58,6,41,1
CLI-01447,18,6677311.16,4947395.86,10,8,87,2
CLI-01448,64,7170653.47,4002911.65,19,2,109,1
CLI-01449,22,8494662.25,4523074.82,56,5,82,2
CLI-01450,37,3311000.23,2806406.47,68,2,113,1
CLI-01451,28,6657150.63,2035566.95,71,5,89,1
CLI-01452,59,5232251.3,4145438.98,95,3,65,1
CLI-01453,19,5297084.75,2023631.8,27,2,118,1
CLI-01454,20,6384016.88,4674753.19,55,3,64,1
CLI-01455,40,6396843.76,4093099.53,41,1,79,1
CLI-01456,29,6663289.83,3251792.1,36,3,63,1
CLI-01457,37,3173563.38,2477382.67,27,0,98,2
CLI-01458,22,3850414.9,1182458.47,48,1,48,1
CLI-01459,54,8768910.21,3723979.55,58,2,20,2
CLI-01460,55,5014740.57,3067973.34,91,2,118,2
CLI-01461,47,6173231.68,3045553.0,53,0,37,1
CLI-01462,26,7820265.89,4971402.64,81,0,64,2
CLI-01463,51,6519574.76,2042325.94,63,3,91,1
CLI-01464,61,6702349.79,2440006.61,43,3,86,2
CLI-01465,52,7468070.89,2762461.32,80,1,115,1
CLI-01466,69,1400000.0,565748.41,45,3,5,1
CLI-01467,39,4422109.66,2443800.6,27,5,34,1
CLI-01468,61,6530932.75,4660935.9,47,4,39,0
CLI-01469,41,8552817.48,6825544.87,68,0,67,2
CLI-01470,34,5645410.23,4287434.41,18,1,81,1
CLI-01471,27,3641623.78,1486832.49,82,3,62,2
CLI-01472,47,3700210.69,2007855.7,81,3,88,2
CLI-01473,63,7444494.65,3049833.61,60,2,24,1
CLI-01474,40,5020898.12,2236606.76,44,7,3,1
CLI-01475,49,5484159.9,3164090.66,91,1,109,1
CLI-01476,34,6853066.43,2312635.55,14,4,71,1
CLI-01477,67,1400000.0,587994.23,23,2,89,0
CLI-01478,68,9900808.53,8063792.6,39,3,67,2
CLI-01479,34,3891637.56,2165166.89,13,1,79,1
CLI-01480,31,6032260.01,3287356.03,48,6,93,1
CLI-01481,26,1749666.57,538918.19,93,5,50,2
CLI-01482,57,4570409.56,1993017.86,73,2,29,1
CLI-01483,19,8238313.7,6396727.97,34,4,74,2
CLI-01484,62,1400000.0,546763.89,37,0,32,1
CLI-01485,42,7977640.19,4214736.63,85,3,87,2
CLI-01486,56,4897868.59,1507965.57,75,2,39,1
CLI-01487,26,6571761.77,3700457.29,87,4,9,2
CLI-01488,39,6946553.71,2164279.45,31,2,101,1
CLI-01489,60,6471127.3,4858426.95,40,3,116,1
CLI-01490,63,3597108.57,2711031.28,32,6,104,1
CLI-01491,21,4697991.88,3444841.09,57,2,14,1
CLI-01492,43,2284576.41,1041424.7,29,3,68,0
CLI-01493,46,6581951.93,5005445.9,47,2,64,1
CLI-01494,62,9244521.34,5534223.21,64,5,20,2
CLI-01495,51,1486230.05,751429.68,77,3,28,1
CLI-01496,40,3824379.01,2462638.03,88,3,14,1
CLI-01497,54,5100094.39,1564645.59,97,4,44,1
CLI-01498,28,5881351.13,2226847.05,98,3,98,2
CLI-01499,23,7434187.86,5265348.64,10,8,77,1
CLI-01500,35,5165160.04,2243171.59,16,4,95,1
