temperatura_c,presion_bar,flujo_l_min,rpm_motor,concentracion_reactivo,eficiencia_proceso
136.72,5.29,34.25,2266.5,0.635,33.65
124.69,1.73,42.95,2407.9,0.499,61.69
90.98,11.51,34.29,3018.4,0.768,64.84
116.68,5.87,33.25,1893.2,0.105,35.2
82.01,9.78,66.05,1834.1,0.85,64.79
162.28,3.0,66.07,1927.1,0.947,37.62
90.8,10.03,48.83,2533.7,0.064,62.38
81.87,10.53,59.32,3302.4,0.921,66.34
147.74,9.01,48.37,3194.3,0.262,22.76
52.29,10.98,12.14,1339.1,0.673,65.48
84.84,3.26,14.95,3309.5,0.313,71.19
98.8,6.5,38.78,1428.3,0.52,51.34
164.69,8.01,66.23,2196.8,0.509,29.53
173.56,7.76,78.49,3037.0,0.375,26.42
143.14,10.54,12.23,1395.6,0.696,20.32
114.03,3.76,37.6,1297.0,0.59,49.85
133.28,3.34,26.78,1992.0,0.507,45.18
103.82,4.16,71.14,2951.8,0.935,62.01
88.85,10.86,73.45,2452.2,0.896,74.06
173.59,11.38,25.48,2200.8,0.91,27.98
65.0,7.48,63.31,3151.4,0.843,65.47
95.03,6.76,64.88,3040.1,0.28,58.66
166.88,7.86,23.28,3086.5,0.365,20.41
144.01,7.97,42.53,2303.3,0.258,20.0
53.78,3.29,56.53,1246.7,0.938,79.72
53.0,8.71,11.95,1613.1,0.187,61.57
117.15,6.25,40.34,2979.1,0.38,40.75
112.95,6.93,21.62,3007.6,0.229,35.84
107.59,1.82,50.64,3533.5,0.251,66.07
89.3,9.53,73.22,1656.4,0.272,62.31
178.26,10.27,49.36,1495.0,0.626,25.66
85.36,8.0,12.7,1533.1,0.118,50.67
113.71,9.36,12.22,1643.5,0.565,33.75
102.64,6.99,55.41,2468.3,0.787,52.83
72.13,7.99,34.6,3540.5,0.74,60.97
76.34,5.64,52.95,2614.6,0.186,70.83
169.38,9.81,22.27,2454.5,0.873,20.0
161.58,6.42,68.26,2816.1,0.743,27.73
75.88,8.64,74.55,1377.4,0.055,60.4
163.84,8.03,76.69,3156.8,0.714,24.71
77.19,8.87,32.81,2752.5,0.714,63.02
131.45,9.74,59.56,1610.9,0.497,36.14
60.57,6.88,30.93,2713.7,0.091,68.17
164.45,10.04,67.21,2630.9,0.572,33.78
56.7,6.72,19.04,1355.6,0.739,64.33
122.14,11.54,67.21,1840.6,0.294,51.11
151.36,9.4,42.98,2138.3,0.65,22.17
65.19,3.3,74.17,1787.7,0.369,93.79
102.58,10.21,65.42,1783.6,0.566,60.77
55.45,7.29,38.24,2575.1,0.396,65.11
138.76,11.84,77.77,2330.1,0.323,49.94
89.97,9.05,31.25,2801.5,0.82,60.17
122.72,2.39,82.52,3495.4,0.728,65.94
171.26,5.65,67.54,2785.3,0.361,28.82
89.76,6.93,84.3,2597.0,0.441,70.49
56.32,10.31,14.04,3234.1,0.673,65.37
137.83,9.16,30.55,2717.0,0.78,24.64
152.29,5.38,65.59,1597.3,0.666,27.91
174.52,8.36,79.17,1955.4,0.537,25.62
70.51,7.56,12.16,2960.1,0.909,58.24
100.98,2.82,10.0,2972.1,0.747,64.5
159.74,3.97,29.22,3568.8,0.154,24.07
154.89,5.08,73.96,2704.7,0.552,37.66
131.22,3.55,67.54,3358.9,0.419,49.67
85.02,3.08,35.52,1331.0,0.765,70.53
86.92,2.11,10.15,2558.9,0.09,75.14
66.12,10.67,51.6,3407.6,0.42,74.29
169.84,4.53,27.85,1889.4,0.336,27.12
72.48,4.55,65.92,1571.7,0.177,75.01
124.48,3.67,43.48,2041.2,0.391,47.92
125.97,6.49,60.9,3101.4,0.656,36.21
98.05,6.9,73.92,1403.3,0.376,57.64
95.83,3.69,50.18,2640.8,0.572,73.18
136.92,7.89,35.2,1525.5,0.584,27.56
100.48,9.09,67.72,2245.3,0.578,59.06
83.17,5.43,29.89,3518.3,0.527,61.55
101.89,7.65,76.86,1668.3,0.155,52.44
155.0,6.77,15.36,1281.6,0.247,20.0
175.64,3.55,72.66,2225.3,0.77,43.03
132.67,9.17,16.87,2586.5,0.502,24.93
151.67,9.92,14.21,1914.0,0.685,20.0
119.27,8.31,37.24,2500.2,0.563,34.06
131.23,4.9,81.74,3488.2,0.085,37.61
178.45,11.23,83.76,1948.2,0.767,40.04
106.99,6.28,25.16,1942.6,0.108,42.41
58.61,4.29,21.15,2358.6,0.899,71.05
174.41,5.79,36.47,2436.8,0.244,24.78
153.1,8.77,35.28,1203.3,0.511,20.0
101.78,10.38,66.97,2678.1,0.107,56.31
177.71,5.24,43.3,3593.7,0.855,21.81
94.92,3.94,68.49,1900.8,0.932,70.15
98.38,8.08,66.15,2713.9,0.182,55.23
129.27,11.17,53.37,1211.1,0.316,39.8
85.67,3.42,72.51,2650.4,0.064,84.03
140.81,9.93,24.67,2273.0,0.758,25.59
69.87,6.5,22.14,2472.7,0.33,64.71
64.04,9.89,66.3,2505.4,0.58,84.61
119.53,6.81,28.36,1624.7,0.085,29.11
122.21,5.46,10.21,3047.9,0.694,35.01
63.87,8.82,78.4,2533.1,0.526,77.93
175.34,10.96,56.72,1848.5,0.702,28.32
124.53,4.86,43.37,3449.7,0.761,37.26
69.63,6.34,64.43,1230.7,0.13,67.74
90.49,3.91,35.0,2942.2,0.57,69.17
154.03,3.43,81.52,2115.0,0.635,50.34
118.02,9.67,15.15,2454.1,0.515,40.49
74.46,3.61,58.07,1899.6,0.214,81.04
63.37,9.83,68.3,1971.0,0.766,73.84
106.0,6.01,45.18,1236.4,0.948,37.4
93.86,11.95,66.62,2951.6,0.922,70.03
135.27,3.57,79.52,2905.9,0.75,48.11
170.28,2.48,65.8,2770.5,0.426,51.38
82.2,2.29,33.2,3307.1,0.354,78.36
161.18,10.27,52.14,3363.0,0.112,20.0
169.66,6.1,78.37,2535.5,0.425,35.49
167.26,1.53,43.68,2843.6,0.19,44.04
173.77,10.69,61.13,1226.4,0.279,26.85
159.47,10.71,44.91,3231.2,0.853,24.52
127.15,9.97,19.1,3159.4,0.922,22.72
103.28,4.11,14.39,1248.6,0.904,49.53
113.92,5.41,81.42,2502.8,0.224,56.75
163.44,9.32,55.94,3376.0,0.861,20.0
89.18,6.64,17.79,1635.3,0.177,49.04
70.7,3.12,74.31,2046.3,0.507,94.76
68.31,4.05,49.2,1994.5,0.629,83.06
157.51,11.71,67.89,2054.3,0.466,40.83
148.99,3.09,19.51,1300.5,0.907,25.95
114.69,9.12,78.02,1869.6,0.35,49.07
85.73,6.52,54.29,1907.7,0.525,67.61
138.09,9.36,65.37,3278.1,0.118,22.16
55.0,8.44,12.35,2045.1,0.817,60.82
123.87,6.11,33.65,2273.3,0.422,39.38
101.8,5.22,30.06,2113.8,0.68,52.79
177.12,9.42,81.22,1489.6,0.664,29.14
115.98,4.89,23.9,3576.9,0.659,40.84
121.79,9.77,63.03,3182.0,0.506,42.57
142.61,8.64,13.21,2498.2,0.3,20.29
112.99,7.57,24.83,2343.3,0.613,44.08
79.19,5.37,35.39,2758.2,0.916,63.13
119.85,3.65,69.59,1983.4,0.801,54.04
172.75,8.96,69.25,1320.7,0.148,20.0
103.29,2.46,81.45,2170.4,0.071,73.56
138.35,11.69,78.76,3561.5,0.499,43.8
177.14,11.78,16.11,1637.6,0.748,26.31
157.89,2.87,72.24,2466.5,0.333,49.29
135.67,2.59,43.84,1220.5,0.681,44.93
145.68,5.83,74.94,1492.9,0.889,25.45
171.74,11.62,16.7,2609.3,0.463,27.77
174.77,5.7,71.71,1913.8,0.27,26.78
175.97,5.32,21.97,3373.6,0.876,20.0
131.33,8.89,35.04,2174.8,0.475,32.47
100.01,3.38,12.16,1699.3,0.417,61.53
67.31,5.31,19.28,2509.4,0.368,72.85
100.12,4.56,43.43,3107.9,0.431,58.96
172.58,7.82,71.38,1246.6,0.656,20.0
165.67,3.21,68.03,2413.2,0.44,42.82
118.08,7.26,27.65,3056.2,0.342,35.49
119.81,10.5,21.38,1448.6,0.719,35.02
90.16,6.9,39.19,3366.7,0.233,49.37
109.09,8.68,76.25,1834.8,0.232,50.65
142.88,2.29,16.86,1609.4,0.677,42.18
102.32,6.21,50.72,2614.2,0.83,52.33
74.44,2.5,16.66,1620.1,0.267,83.37
120.31,7.79,45.27,2831.3,0.222,38.03
79.29,4.45,19.51,2376.2,0.653,74.57
176.66,4.52,16.03,1463.9,0.609,25.81
100.74,2.31,24.31,3390.0,0.453,68.55
168.26,4.76,29.14,2815.7,0.136,20.61
79.32,6.82,30.72,2510.4,0.133,59.13
74.6,7.64,58.4,2098.4,0.75,66.8
130.2,2.2,14.12,1523.7,0.457,45.1
151.32,8.34,16.06,2898.0,0.822,20.0
123.68,6.63,24.15,3152.8,0.567,27.9
79.87,7.14,75.4,1502.0,0.607,69.97
54.93,10.24,57.15,2387.0,0.891,73.05
130.38,5.09,64.78,2363.6,0.198,44.23
67.03,3.33,37.78,2039.8,0.539,89.77
94.61,7.29,25.99,3094.4,0.102,44.61
137.85,11.42,12.85,1438.9,0.373,28.56
62.74,6.94,46.64,1692.0,0.183,67.94
66.54,10.24,53.07,1203.8,0.219,67.45
58.02,9.45,77.28,2095.2,0.891,73.75
179.49,6.94,76.16,1898.8,0.6,30.4
100.32,8.3,41.85,3280.8,0.853,43.44
167.75,5.77,41.77,2989.9,0.449,29.38
88.17,7.07,22.08,1402.7,0.588,53.42
147.92,6.83,29.31,2978.3,0.079,20.0
78.48,8.95,79.42,2821.0,0.473,73.23
114.78,5.8,20.58,1876.1,0.558,46.13
157.2,2.55,82.65,1237.1,0.065,38.21
156.12,9.78,47.86,1476.4,0.761,22.7
153.26,8.69,44.25,1799.9,0.316,20.0
157.09,11.48,23.1,3159.9,0.457,33.71
77.49,6.0,59.62,2316.8,0.532,75.34
112.69,2.32,44.49,3404.1,0.943,55.16
113.03,2.78,37.8,3094.0,0.139,59.53
165.77,9.62,29.84,1889.1,0.55,23.34
88.6,2.21,14.99,3228.9,0.528,73.64
171.09,11.03,48.95,1480.1,0.112,23.35
108.6,4.46,33.47,1286.7,0.621,47.88
137.07,10.94,63.09,2660.5,0.308,42.42
84.95,9.62,64.26,2020.2,0.143,66.25
103.34,10.65,34.91,1990.6,0.211,54.34
142.27,3.75,60.18,2849.3,0.791,40.1
116.66,7.75,29.4,3240.2,0.144,30.78
170.99,2.48,64.54,1973.2,0.47,46.25
145.83,3.62,11.21,1980.0,0.226,33.26
123.37,4.75,21.37,2481.2,0.196,37.12
165.27,9.28,28.38,2767.6,0.235,20.0
136.52,1.76,67.97,1687.0,0.494,59.82
134.15,10.98,14.98,3390.4,0.264,27.17
82.03,2.24,24.1,2770.6,0.137,84.34
101.33,5.45,36.9,2700.4,0.771,55.21
138.83,2.35,10.69,3370.1,0.536,35.84
165.93,9.57,67.16,3377.4,0.191,20.0
91.02,2.98,52.01,1525.3,0.474,75.98
78.01,10.79,77.55,1548.2,0.112,75.7
127.18,7.07,12.33,3028.7,0.572,28.36
58.74,11.46,30.35,3496.5,0.356,73.66
142.89,4.55,64.84,2799.6,0.143,40.04
141.41,6.27,60.64,2187.2,0.215,31.14
96.15,8.79,28.23,2840.3,0.361,51.45
166.05,10.24,54.68,1749.1,0.776,28.29
115.28,5.92,69.53,3595.1,0.206,40.12
133.95,10.87,12.5,2234.6,0.149,31.38
77.25,2.74,63.82,3436.0,0.514,88.51
104.25,8.94,28.91,2233.9,0.553,50.06
162.11,5.16,81.09,3427.5,0.131,26.97
77.68,2.56,50.37,2005.6,0.306,90.54
100.77,5.56,12.5,3025.3,0.286,53.65
91.35,10.74,40.26,3482.4,0.218,58.53
69.64,11.8,82.47,2750.4,0.334,90.65
87.66,5.62,64.78,2826.2,0.083,67.1
80.26,10.81,32.54,1446.9,0.636,66.3
170.07,6.85,53.15,2338.1,0.94,20.0
146.34,9.03,54.93,3328.2,0.621,20.91
91.09,1.98,11.75,1778.2,0.375,71.52
149.23,7.35,23.41,3092.1,0.651,20.0
52.88,2.24,51.38,2821.7,0.564,98.26
118.45,4.32,40.21,1735.2,0.812,44.48
82.54,7.45,24.25,1878.7,0.61,59.68
64.86,9.98,67.95,2226.1,0.621,83.31
164.89,7.39,46.67,1500.3,0.249,20.0
75.91,11.33,33.25,3392.1,0.424,69.82
156.91,10.01,22.13,2974.5,0.36,20.24
103.72,3.14,55.84,2075.9,0.06,67.36
51.86,5.58,59.97,1919.2,0.332,79.12
145.23,8.52,60.22,2855.0,0.487,28.18
127.53,11.35,26.52,2218.1,0.59,44.39
94.74,11.87,54.65,1750.4,0.891,70.3
86.6,9.51,77.91,2232.4,0.265,68.74
59.58,7.52,36.49,3291.1,0.187,66.32
172.39,9.44,25.81,1364.7,0.833,20.0
114.22,4.37,67.91,2084.1,0.898,49.6
61.12,4.48,23.27,3509.6,0.489,71.86
162.93,8.37,29.03,1235.6,0.154,20.0
86.25,10.65,17.55,3337.5,0.487,63.44
76.47,11.68,30.09,2099.6,0.148,72.75
86.52,5.08,40.78,1654.8,0.845,63.5
123.39,9.86,14.81,1236.0,0.687,24.31
59.63,10.44,75.38,1369.3,0.267,75.68
112.63,8.04,48.53,1612.4,0.848,40.6
166.45,5.15,54.11,1261.0,0.624,21.3
74.46,8.0,37.85,2006.0,0.908,62.97
93.05,7.64,60.24,1307.7,0.932,52.49
101.5,7.87,42.38,2861.3,0.053,48.0
126.21,8.0,67.1,3165.4,0.158,37.18
169.5,10.39,71.61,3329.9,0.542,31.69
101.29,3.29,60.39,2517.9,0.91,70.45
58.99,5.36,46.85,3471.6,0.945,68.46
95.23,7.65,68.67,1213.5,0.561,54.52
74.71,4.47,47.07,1521.6,0.206,72.41
134.73,11.77,18.36,1903.6,0.197,37.79
53.8,4.26,18.73,3093.7,0.737,76.25
87.95,6.43,81.14,3324.9,0.583,68.51
120.87,10.71,26.02,2683.5,0.544,42.83
86.05,2.34,71.19,2119.8,0.469,90.68
121.63,10.12,28.5,2798.0,0.703,39.26
64.91,7.5,42.31,1634.2,0.822,63.75
172.56,1.83,59.12,2298.9,0.323,57.17
87.82,10.98,21.92,2418.1,0.249,69.88
169.99,1.91,65.29,1451.7,0.653,46.45
92.36,6.91,61.74,1281.3,0.873,52.19
151.64,2.01,50.73,3000.3,0.363,48.57
82.0,2.25,52.44,2483.3,0.295,87.87
137.07,10.82,17.93,1997.4,0.254,29.2
92.08,9.54,42.7,2249.3,0.279,60.08
116.19,3.57,16.49,3498.5,0.171,43.32
137.6,8.01,33.09,2123.8,0.587,26.25
126.55,9.84,77.52,1448.4,0.303,41.32
124.92,10.84,53.09,2312.6,0.603,38.93
58.54,6.42,65.7,2755.3,0.125,68.25
82.38,10.92,53.04,1229.1,0.154,63.22
124.34,6.83,24.57,1997.6,0.533,33.52
52.38,8.73,54.61,2144.4,0.51,72.0
82.58,11.78,66.65,2312.9,0.294,87.91
79.79,3.98,20.38,1924.0,0.794,73.75
82.48,3.27,71.27,2800.6,0.218,90.04
119.63,5.09,51.65,3467.3,0.375,45.36
125.65,3.23,10.32,3393.6,0.55,38.9
168.17,4.48,48.98,2794.5,0.83,27.12
100.18,9.3,39.68,2416.5,0.427,53.33
170.46,6.51,32.23,3182.0,0.409,20.0
134.75,5.44,67.84,3206.2,0.572,40.58
168.65,5.37,77.46,3191.0,0.335,30.6
158.35,3.54,67.2,1578.8,0.688,39.76
139.39,6.2,73.51,1261.0,0.274,32.16
96.29,8.06,78.16,3559.7,0.791,58.25
81.34,2.96,78.45,3503.2,0.295,84.05
78.91,11.71,18.6,2554.5,0.943,65.77
173.78,6.15,44.23,3583.4,0.335,20.0
174.61,11.45,10.02,3049.3,0.841,25.77
144.23,2.91,47.98,2441.7,0.408,47.66
164.89,9.56,79.32,2134.4,0.271,27.56
169.47,7.99,24.93,2622.9,0.254,20.0
116.5,10.11,57.98,2437.9,0.815,44.48
131.78,7.81,58.33,3585.1,0.328,22.23
104.44,11.61,22.03,2377.1,0.355,54.15
104.4,8.08,27.89,3206.2,0.227,37.99
55.0,9.74,44.65,3152.7,0.915,70.38
106.4,10.71,24.12,1371.4,0.27,46.27
137.55,9.0,53.87,1408.8,0.273,25.55
104.86,7.0,46.34,2783.5,0.9,46.2
163.41,4.36,48.94,1821.9,0.861,26.6
93.23,10.47,20.09,2778.1,0.274,57.07
67.25,6.55,48.79,1547.1,0.828,64.92
155.5,8.02,13.71,2153.0,0.275,20.0
137.61,2.33,76.12,1445.9,0.126,48.93
