id_venta,fecha,id_cliente,categoria,producto,cantidad,precio_unitario,descuento,ciudad_venta,total_venta
VNT-0056391,2023-12-04 03:00:00,CLI-00678,Hardware,Firewall Hardware,10,3269962.23,0.05,Cali,31064641.18
VNT-0056392,2025-09-02 06:00:00,CLI-00478,Muebles,Escritorio Elevable,10,1515498.66,0.0,Bogotá,15154986.6
VNT-0056393,2025-05-10 23:00:00,CLI-00757,Muebles,Silla Ergonómica,11,894064.11,0.0,Bucaramanga,9834705.21
VNT-0056394,2023-08-13 12:00:00,CLI-01040,Hardware,Switch Gigabit 24p,10,1185542.42,0.1,Bucaramanga,10669881.78
VNT-0056395,2023-03-11 07:00:00,CLI-00192,Tecnología,Laptop Pro,19,4471834.41,0.0,Medellín,84964853.79
VNT-0056396,2025-05-02 15:00:00,CLI-00281,Tecnología,Monitor 4K,14,1821214.87,0.2,Sogamoso,20397606.54
VNT-0056397,2024-01-23 13:00:00,CLI-00125,Muebles,Silla Ergonómica,9,820581.29,0.0,Bogotá,7385231.61
VNT-0056398,2023-12-08 12:00:00,CLI-00311,Papelería,Resma Papel Bond,2,23160.57,0.0,Bucaramanga,46321.14
VNT-0056399,2023-04-01 05:00:00,CLI-00092,Papelería,Marcadores Pro,19,37384.17,0.15,Bogotá,603754.35
VNT-0056400,2025-03-01 17:00:00,CLI-01187,Tecnología,Mouse Inalámbrico,16,115090.74,0.0,Tunja,1841451.84
VNT-0056401,2025-04-22 05:00:00,CLI-00568,Hardware,Switch Gigabit 24p,9,1219667.71,0.2,Bogotá,8781607.51
VNT-0056402,2024-02-29 04:00:00,CLI-00055,Servicios Cloud,Almacenamiento S3 1TB,11,143157.51,0.0,Duitama,1574732.61
VNT-0056403,2023-04-20 20:00:00,CLI-01367,Tecnología,Teclado Mecánico,15,258475.85,0.0,Sogamoso,3877137.75
VNT-0056404,2024-04-23 16:00:00,CLI-01422,Tecnología,Teclado Mecánico,14,284939.52,0.1,Sogamoso,3590237.95
VNT-0056405,2024-10-07 13:00:00,CLI-01100,Hardware,Firewall Hardware,14,3445970.6,0.1,Cali,43419229.56
VNT-0056406,2024-05-10 03:00:00,CLI-00514,Muebles,Archivador Metálico,11,405288.95,0.0,Duitama,4458178.45
VNT-0056407,2025-05-08 17:00:00,CLI-00799,Papelería,Cuaderno Cuadriculado,5,18126.03,0.05,Tunja,86098.64
VNT-0056408,2024-08-11 19:00:00,CLI-01400,Tecnología,Laptop Pro,12,4268629.72,0.1,Cali,46101200.98
VNT-0056409,2025-05-09 06:00:00,CLI-00327,Tecnología,Mouse Inalámbrico,18,117045.72,0.0,Medellín,2106822.96
VNT-0056410,2023-08-12 00:00:00,CLI-01428,Muebles,Archivador Metálico,13,424667.96,0.05,Duitama,5244649.31
VNT-0056411,2025-12-09 13:00:00,CLI-00033,Servicios Cloud,Almacenamiento S3 1TB,4,149793.99,0.0,Tunja,599175.96
VNT-0056412,2025-09-23 02:00:00,CLI-00208,Tecnología,Laptop Pro,11,4859191.07,0.15,Cali,45433436.5
VNT-0056413,2023-06-02 00:00:00,CLI-01464,Hardware,Firewall Hardware,9,3141356.72,0.05,Cali,26858599.96
VNT-0056414,2025-04-22 02:00:00,CLI-00775,Tecnología,Mouse Inalámbrico,10,126726.19,0.05,Tunja,1203898.8
VNT-0056415,2024-12-01 04:00:00,CLI-01305,Servicios Cloud,Almacenamiento S3 1TB,6,161846.58,0.1,Bogotá,873971.53
VNT-0056416,2023-08-14 13:00:00,CLI-00955,Muebles,Archivador Metálico,6,404805.39,0.0,Bucaramanga,2428832.34
VNT-0056417,2023-07-12 09:00:00,CLI-01142,Servicios Cloud,Base de Datos RDS,6,960991.98,0.1,Tunja,5189356.69
VNT-0056418,2025-10-01 23:00:00,CLI-01132,Hardware,Switch Gigabit 24p,15,1262892.72,0.0,Medellín,18943390.8
VNT-0056419,2023-06-24 17:00:00,CLI-01414,Tecnología,Laptop Pro,18,4406303.25,0.2,Duitama,63450766.8
VNT-0056420,2023-05-22 01:00:00,CLI-00422,Muebles,Archivador Metálico,5,443351.58,0.0,Tunja,2216757.9
VNT-0056421,2025-12-04 17:00:00,CLI-01113,Tecnología,Laptop Pro,5,4247431.94,0.05,Sogamoso,20175301.72
VNT-0056422,2024-03-29 07:00:00,CLI-00995,Servicios Cloud,Instancia VM vCPU4,1,448291.88,0.0,Medellín,448291.88
VNT-0056423,2023-02-26 21:00:00,CLI-00430,Servicios Cloud,Instancia VM vCPU4,3,515887.23,0.0,Tunja,1547661.69
VNT-0056424,2023-07-16 18:00:00,CLI-00697,Muebles,Silla Ergonómica,19,885642.92,0.0,Tunja,16827215.48
VNT-0056425,2024-01-29 09:00:00,CLI-00095,Muebles,Archivador Metálico,16,408312.96,0.1,Tunja,5879706.62
VNT-0056426,2025-12-22 17:00:00,CLI-00697,Tecnología,Laptop Pro,4,4694852.75,0.05,Medellín,17840440.45
VNT-0056427,2025-12-20 08:00:00,CLI-00223,Muebles,Silla Ergonómica,6,821348.57,0.1,Cali,4435282.28
VNT-0056428,2025-10-16 05:00:00,CLI-01065,Muebles,Escritorio Elevable,19,1483137.8,0.05,Bucaramanga,26770637.29
VNT-0056429,2025-09-06 14:00:00,CLI-00014,Tecnología,Laptop Pro,6,4414159.46,0.2,Duitama,21187965.41
VNT-0056430,2023-03-21 00:00:00,CLI-00691,Muebles,Silla Ergonómica,3,853916.68,0.0,Bucaramanga,2561750.04
VNT-0056431,2023-09-06 01:00:00,CLI-00366,Hardware,Firewall Hardware,16,3442961.93,0.1,Sogamoso,49578651.79
VNT-0056432,2023-01-18 09:00:00,CLI-01025,Muebles,Silla Ergonómica,1,882427.36,0.1,Cali,794184.62
VNT-0056433,2025-05-18 02:00:00,CLI-00075,Tecnología,Monitor 4K,6,1829898.97,0.1,Tunja,9881454.44
VNT-0056434,2023-02-25 17:00:00,CLI-00963,Muebles,Escritorio Elevable,9,1609008.5,0.0,Bogotá,14481076.5
VNT-0056435,2025-07-28 15:00:00,CLI-00658,Hardware,Switch Gigabit 24p,9,1165421.41,0.0,Sogamoso,10488792.69
VNT-0056436,2024-08-23 16:00:00,CLI-01128,Servicios Cloud,Instancia VM vCPU4,10,466516.21,0.0,Bucaramanga,4665162.1
VNT-0056437,2024-11-17 15:00:00,CLI-00344,Tecnología,Monitor 4K,18,1855916.59,0.15,Sogamoso,28395523.83
VNT-0056438,2024-05-20 03:00:00,CLI-00964,Servicios Cloud,Base de Datos RDS,14,885857.7,0.0,Bucaramanga,12402007.8
VNT-0056439,2023-12-17 16:00:00,CLI-01212,Servicios Cloud,Instancia VM vCPU4,6,478100.4,0.0,Medellín,2868602.4
VNT-0056440,2024-12-13 06:00:00,CLI-00919,Hardware,Firewall Hardware,6,3305223.91,0.15,Cali,16856641.94
VNT-0056441,2024-09-27 05:00:00,CLI-00548,Hardware,Servidor Rack 2U,14,14003282.92,0.1,Bogotá,176441364.79
VNT-0056442,2024-06-17 13:00:00,CLI-01336,Tecnología,Laptop Pro,15,4216688.98,0.05,Tunja,60087817.96
VNT-0056443,2023-07-07 18:00:00,CLI-01150,Muebles,Archivador Metálico,4,450278.12,0.0,Bogotá,1801112.48
VNT-0056444,2025-10-12 13:00:00,CLI-00312,Servicios Cloud,Instancia VM vCPU4,17,512913.76,0.15,Medellín,7411603.83
VNT-0056445,2023-01-04 17:00:00,CLI-00962,Hardware,Firewall Hardware,7,3232040.94,0.1,Sogamoso,20361857.92
VNT-0056446,2024-05-02 12:00:00,CLI-00704,Tecnología,Monitor 4K,10,1753004.02,0.05,Duitama,16653538.19
VNT-0056447,2025-08-27 09:00:00,CLI-00857,Muebles,Archivador Metálico,13,415645.35,0.0,Medellín,5403389.55
VNT-0056448,2024-07-20 08:00:00,CLI-00122,Muebles,Silla Ergonómica,3,818487.67,0.15,Tunja,2087143.56
VNT-0056449,2025-04-29 11:00:00,CLI-00803,Muebles,Escritorio Elevable,1,1551253.75,0.1,Medellín,1396128.38
VNT-0056450,2024-10-01 10:00:00,CLI-00347,Muebles,Silla Ergonómica,8,841161.33,0.0,Bogotá,6729290.64
VNT-0056451,2023-08-06 03:00:00,CLI-01010,Muebles,Silla Ergonómica,4,905960.8,0.0,Medellín,3623843.2
VNT-0056452,2025-07-28 01:00:00,CLI-00833,Hardware,Firewall Hardware,17,3387065.36,0.15,Bogotá,48943094.45
VNT-0056453,2024-12-19 19:00:00,CLI-00401,Servicios Cloud,Almacenamiento S3 1TB,18,150355.05,0.1,Bucaramanga,2435751.81
VNT-0056454,2023-04-27 18:00:00,CLI-00704,Servicios Cloud,Almacenamiento S3 1TB,8,150215.57,0.05,Sogamoso,1141638.33
VNT-0056455,2024-09-20 09:00:00,CLI-00382,Muebles,Archivador Metálico,18,405183.69,0.15,Tunja,6199310.46
VNT-0056456,2023-09-07 17:00:00,CLI-01232,Hardware,Switch Gigabit 24p,18,1244617.06,0.0,Medellín,22403107.08
VNT-0056457,2024-10-27 22:00:00,CLI-00731,Tecnología,Laptop Pro,19,4193061.35,0.1,Cali,71701349.09
VNT-0056458,2023-05-17 08:00:00,CLI-01379,Tecnología,Mouse Inalámbrico,19,120093.56,0.0,Bogotá,2281777.64
VNT-0056459,2024-11-28 14:00:00,CLI-00210,Hardware,Servidor Rack 2U,19,14191868.95,0.05,Sogamoso,256163234.55
VNT-0056460,2023-10-20 02:00:00,CLI-00860,Papelería,Marcadores Pro,15,33546.03,0.0,Duitama,503190.45
VNT-0056461,2024-11-29 09:00:00,CLI-00618,Tecnología,Mouse Inalámbrico,3,125530.75,0.2,Bucaramanga,301273.8
VNT-0056462,2024-03-20 00:00:00,CLI-01461,Hardware,Switch Gigabit 24p,1,1292074.65,0.15,Sogamoso,1098263.45
VNT-0056463,2025-05-09 16:00:00,CLI-00989,Hardware,Firewall Hardware,5,3194325.18,0.0,Tunja,15971625.9
VNT-0056464,2023-12-27 02:00:00,CLI-00904,Hardware,Firewall Hardware,16,3332660.91,0.0,Bogotá,53322574.56
VNT-0056465,2025-07-17 18:00:00,CLI-00494,Tecnología,Laptop Pro,13,4667249.15,0.2,Bucaramanga,48539391.16
VNT-0056466,2023-02-05 21:00:00,CLI-01496,Tecnología,Laptop Pro,12,4587987.84,0.0,Duitama,55055854.08
VNT-0056467,2024-06-16 01:00:00,CLI-01209,Muebles,Silla Ergonómica,12,879513.22,0.0,Sogamoso,10554158.64
VNT-0056468,2023-05-26 23:00:00,CLI-01046,Papelería,Cuaderno Cuadriculado,14,19393.79,0.0,Duitama,271513.06
VNT-0056469,2025-05-10 08:00:00,CLI-00712,Hardware,Firewall Hardware,18,3170975.38,0.1,Tunja,51369801.16
VNT-0056470,2024-03-31 11:00:00,CLI-01286,Hardware,Switch Gigabit 24p,1,1202070.99,0.1,Bogotá,1081863.89
VNT-0056471,2025-05-19 15:00:00,CLI-00187,Hardware,Firewall Hardware,15,3255693.66,0.15,Duitama,41510094.17
VNT-0056472,2023-04-16 17:00:00,CLI-01104,Tecnología,Laptop Pro,12,4287263.84,0.0,Bucaramanga,51447166.08
VNT-0056473,2025-01-07 22:00:00,CLI-00093,Servicios Cloud,Instancia VM vCPU4,3,506596.62,0.1,Bucaramanga,1367810.87
VNT-0056474,2025-03-08 21:00:00,CLI-01210,Hardware,Firewall Hardware,11,3338410.15,0.0,Bogotá,36722511.65
VNT-0056475,2023-05-28 02:00:00,CLI-00439,Muebles,Silla Ergonómica,8,816067.25,0.05,Tunja,6202111.1
VNT-0056476,2024-05-01 23:00:00,CLI-00978,Tecnología,Monitor 4K,6,1908640.92,0.15,Sogamoso,9734068.69
VNT-0056477,2024-12-06 20:00:00,CLI-00295,Servicios Cloud,Instancia VM vCPU4,4,506975.24,0.1,Bogotá,1825110.86
VNT-0056478,2023-06-25 03:00:00,CLI-00135,Tecnología,Mouse Inalámbrico,17,124370.34,0.15,Bogotá,1797151.41
VNT-0056479,2024-09-02 12:00:00,CLI-01407,Hardware,Switch Gigabit 24p,10,1236875.97,0.0,Bogotá,12368759.7
VNT-0056480,2023-04-14 14:00:00,CLI-00401,Tecnología,Laptop Pro,19,4609550.0,0.0,Bucaramanga,87581450.0
VNT-0056481,2024-09-13 15:00:00,CLI-00298,Muebles,Archivador Metálico,8,423875.47,0.0,Bogotá,3391003.76
VNT-0056482,2024-10-03 19:00:00,CLI-00213,Hardware,Switch Gigabit 24p,9,1253486.82,0.0,Medellín,11281381.38
VNT-0056483,2024-05-22 10:00:00,CLI-00668,Hardware,Switch Gigabit 24p,6,1281745.81,0.0,Sogamoso,7690474.86
VNT-0056484,2025-05-06 20:00:00,CLI-00995,Servicios Cloud,Base de Datos RDS,11,886591.82,0.1,Bogotá,8777259.02
VNT-0056485,2024-01-12 18:00:00,CLI-01401,Servicios Cloud,Almacenamiento S3 1TB,13,145352.35,0.0,Bogotá,1889580.55
VNT-0056486,2025-02-21 16:00:00,CLI-00657,Hardware,Servidor Rack 2U,15,12912516.34,0.0,Bucaramanga,193687745.1
VNT-0056487,2023-03-27 05:00:00,CLI-01279,Hardware,Switch Gigabit 24p,1,1145759.12,0.1,Tunja,1031183.21
VNT-0056488,2025-12-13 06:00:00,CLI-00352,Papelería,Marcadores Pro,18,33668.98,0.0,Duitama,606041.64
VNT-0056489,2023-03-17 13:00:00,CLI-00567,Servicios Cloud,Instancia VM vCPU4,6,503000.14,0.1,Medellín,2716200.76
VNT-0056490,2023-03-26 08:00:00,CLI-00377,Papelería,Marcadores Pro,17,34136.64,0.0,Sogamoso,580322.88
VNT-0056491,2025-06-17 14:00:00,CLI-00966,Papelería,Marcadores Pro,6,37664.59,0.1,Bogotá,203388.79
VNT-0056492,2023-03-26 16:00:00,CLI-01263,Hardware,Firewall Hardware,17,3189191.53,0.0,Bogotá,54216256.01
VNT-0056493,2023-09-08 07:00:00,CLI-01402,Servicios Cloud,Instancia VM vCPU4,4,480628.11,0.0,Cali,1922512.44
VNT-0056494,2023-05-07 21:00:00,CLI-00200,Hardware,Switch Gigabit 24p,6,1161068.91,0.05,Medellín,6618092.79
VNT-0056495,2024-06-10 14:00:00,CLI-00045,Tecnología,Monitor 4K,13,1873216.33,0.15,Cali,20699040.45
VNT-0056496,2024-05-21 01:00:00,CLI-00294,Papelería,Resma Papel Bond,14,21569.07,0.0,Bucaramanga,301966.98
VNT-0056497,2025-03-07 15:00:00,CLI-00490,Muebles,Archivador Metálico,15,416151.78,0.05,Cali,5930162.86
VNT-0056498,2024-05-12 02:00:00,CLI-00011,Papelería,Marcadores Pro,4,36954.13,0.0,Bogotá,147816.52
VNT-0056499,2024-02-17 17:00:00,CLI-00706,Papelería,Cuaderno Cuadriculado,19,17647.31,0.15,Bogotá,285004.06
VNT-0056500,2025-06-20 18:00:00,CLI-01009,Servicios Cloud,Instancia VM vCPU4,11,486083.42,0.1,Bogotá,4812225.86
VNT-0056501,2023-04-05 20:00:00,CLI-01131,Tecnología,Mouse Inalámbrico,1,127842.34,0.05,Sogamoso,121450.22
VNT-0056502,2025-01-06 16:00:00,CLI-00989,Tecnología,Laptop Pro,17,4436928.25,0.1,Bogotá,67885002.23
VNT-0056503,2025-09-05 01:00:00,CLI-01188,Hardware,Servidor Rack 2U,12,13094268.17,0.1,Bogotá,141418096.24
VNT-0056504,2025-04-18 11:00:00,CLI-01015,Hardware,Firewall Hardware,17,2951198.09,0.05,Duitama,47661849.15
VNT-0056505,2023-11-16 05:00:00,CLI-01163,Tecnología,Mouse Inalámbrico,18,116363.43,0.0,Bogotá,2094541.74
VNT-0056506,2024-11-21 18:00:00,CLI-01235,Muebles,Archivador Metálico,12,440122.68,0.0,Tunja,5281472.16
VNT-0056507,2025-11-01 07:00:00,CLI-00228,Tecnología,Monitor 4K,10,1892720.46,0.0,Bogotá,18927204.6
VNT-0056508,2024-05-18 13:00:00,CLI-01065,Servicios Cloud,Base de Datos RDS,14,842946.4,0.05,Tunja,11211187.12
VNT-0056509,2024-12-07 17:00:00,CLI-00170,Servicios Cloud,Instancia VM vCPU4,13,497659.37,0.15,Bucaramanga,5499136.04
VNT-0056510,2025-08-14 16:00:00,CLI-00871,Papelería,Resma Papel Bond,9,20740.83,0.0,Bucaramanga,186667.47
VNT-0056511,2025-10-28 05:00:00,CLI-00270,Servicios Cloud,Instancia VM vCPU4,13,467043.82,0.0,Medellín,6071569.66
VNT-0056512,2025-05-29 04:00:00,CLI-00985,Papelería,Marcadores Pro,13,33600.93,0.15,Medellín,371290.28
VNT-0056513,2024-07-06 11:00:00,CLI-00113,Tecnología,Mouse Inalámbrico,11,121511.04,0.0,Duitama,1336621.44
VNT-0056514,2023-02-16 19:00:00,CLI-01146,Servicios Cloud,Instancia VM vCPU4,16,472407.41,0.0,Bogotá,7558518.56
VNT-0056515,2024-06-03 15:00:00,CLI-00864,Servicios Cloud,Almacenamiento S3 1TB,10,154775.67,0.0,Medellín,1547756.7
VNT-0056516,2023-09-03 21:00:00,CLI-00810,Hardware,Servidor Rack 2U,16,14461126.31,0.0,Sogamoso,231378020.96
VNT-0056517,2024-08-30 00:00:00,CLI-00509,Hardware,Switch Gigabit 24p,9,1130329.09,0.05,Bogotá,9664313.72
VNT-0056518,2024-12-25 21:00:00,CLI-01050,Servicios Cloud,Almacenamiento S3 1TB,6,155683.67,0.15,Duitama,793986.72
VNT-0056519,2023-12-30 07:00:00,CLI-00591,Tecnología,Teclado Mecánico,17,288061.51,0.15,Medellín,4162488.82
VNT-0056520,2024-12-29 10:00:00,CLI-01401,Tecnología,Laptop Pro,7,4387370.45,0.0,Cali,30711593.15
VNT-0056521,2023-11-06 06:00:00,CLI-00325,Servicios Cloud,Almacenamiento S3 1TB,13,159761.36,0.15,Medellín,1765363.03
VNT-0056522,2023-11-11 13:00:00,CLI-01324,Tecnología,Monitor 4K,19,1694276.32,0.0,Tunja,32191250.08
VNT-0056523,2023-12-31 06:00:00,CLI-01191,Muebles,Silla Ergonómica,11,783019.09,0.2,Medellín,6890567.99
VNT-0056524,2025-01-24 11:00:00,CLI-00142,Tecnología,Laptop Pro,5,4334027.21,0.0,Bogotá,21670136.05
VNT-0056525,2024-03-25 16:00:00,CLI-01405,Hardware,Servidor Rack 2U,13,14561939.42,0.0,Tunja,189305212.46
VNT-0056526,2023-06-05 14:00:00,CLI-00604,Muebles,Silla Ergonómica,3,858622.27,0.05,Bogotá,2447073.47
VNT-0056527,2024-05-25 20:00:00,CLI-01124,Tecnología,Teclado Mecánico,7,268949.27,0.0,Cali,1882644.89
VNT-0056528,2024-05-04 19:00:00,CLI-00404,Hardware,Firewall Hardware,4,3108618.31,0.0,Cali,12434473.24
VNT-0056529,2023-09-13 15:00:00,CLI-01332,Papelería,Marcadores Pro,4,32249.17,0.0,Bogotá,128996.68
VNT-0056530,2025-08-14 23:00:00,CLI-01071,Tecnología,Mouse Inalámbrico,7,111869.45,0.1,Duitama,704777.54
VNT-0056531,2025-08-31 06:00:00,CLI-00142,Servicios Cloud,Almacenamiento S3 1TB,8,147720.45,0.05,Bucaramanga,1122675.42
VNT-0056532,2023-04-18 16:00:00,CLI-01404,Tecnología,Laptop Pro,6,4818319.95,0.1,Cali,26018927.73
VNT-0056533,2024-05-23 01:00:00,CLI-00748,Servicios Cloud,Base de Datos RDS,2,923905.35,0.0,Sogamoso,1847810.7
VNT-0056534,2024-09-13 11:00:00,CLI-00867,Papelería,Cuaderno Cuadriculado,2,19312.48,0.0,Bucaramanga,38624.96
VNT-0056535,2023-11-25 11:00:00,CLI-00651,Tecnología,Teclado Mecánico,7,272850.39,0.05,Cali,1814455.09
VNT-0056536,2024-06-20 15:00:00,CLI-01396,Servicios Cloud,Almacenamiento S3 1TB,18,140236.58,0.05,Sogamoso,2398045.52
VNT-0056537,2024-04-16 17:00:00,CLI-01456,Muebles,Archivador Metálico,18,434364.57,0.05,Medellín,7427634.15
VNT-0056538,2025-01-27 13:00:00,CLI-01457,Papelería,Marcadores Pro,2,36847.75,0.0,Duitama,73695.5
VNT-0056539,2024-07-10 00:00:00,CLI-00236,Hardware,Servidor Rack 2U,6,13888388.05,0.15,Bucaramanga,70830779.06
VNT-0056540,2023-02-02 14:00:00,CLI-00173,Tecnología,Monitor 4K,17,1941658.53,0.0,Tunja,33008195.01
VNT-0056541,2025-09-07 14:00:00,CLI-00505,Muebles,Archivador Metálico,5,417395.21,0.15,Cali,1773929.64
VNT-0056542,2025-05-17 19:00:00,CLI-00354,Hardware,Servidor Rack 2U,1,14514508.15,0.0,Tunja,14514508.15
VNT-0056543,2024-10-15 23:00:00,CLI-01062,Papelería,Marcadores Pro,10,32480.2,0.05,Sogamoso,308561.9
VNT-0056544,2024-01-26 22:00:00,CLI-01351,Papelería,Cuaderno Cuadriculado,19,18362.61,0.1,Bogotá,314000.63
VNT-0056545,2024-09-01 19:00:00,CLI-00045,Tecnología,Monitor 4K,5,1677513.09,0.0,Medellín,8387565.45
VNT-0056546,2024-10-06 19:00:00,CLI-00288,Muebles,Escritorio Elevable,9,1611376.68,0.0,Duitama,14502390.12
VNT-0056547,2024-07-21 19:00:00,CLI-00787,Papelería,Resma Papel Bond,5,20526.58,0.0,Tunja,102632.9
VNT-0056548,2025-03-02 05:00:00,CLI-00056,Tecnología,Teclado Mecánico,8,274463.3,0.15,Bucaramanga,1866350.44
VNT-0056549,2024-03-26 22:00:00,CLI-01500,Tecnología,Mouse Inalámbrico,17,121068.61,0.0,Bogotá,2058166.37
VNT-0056550,2024-01-07 03:00:00,CLI-00595,Papelería,Marcadores Pro,15,35791.35,0.05,Cali,510026.74
VNT-0056551,2023-02-08 17:00:00,CLI-00520,Tecnología,Laptop Pro,14,4597746.6,0.0,Sogamoso,64368452.4
VNT-0056552,2025-08-27 11:00:00,CLI-01122,Papelería,Cuaderno Cuadriculado,6,16985.93,0.0,Tunja,101915.58
VNT-0056553,2024-08-04 03:00:00,CLI-01085,Servicios Cloud,Instancia VM vCPU4,3,502860.98,0.2,Sogamoso,1206866.35
VNT-0056554,2024-03-26 18:00:00,CLI-00520,Tecnología,Monitor 4K,6,1693679.38,0.0,Sogamoso,10162076.28
VNT-0056555,2024-09-07 17:00:00,CLI-00828,Servicios Cloud,Instancia VM vCPU4,8,492112.16,0.15,Tunja,3346362.69
VNT-0056556,2025-07-05 08:00:00,CLI-00953,Muebles,Escritorio Elevable,14,1576971.21,0.05,Medellín,20973717.09
VNT-0056557,2024-12-20 07:00:00,CLI-01052,Hardware,Firewall Hardware,12,3212143.26,0.15,Bogotá,32763861.25
VNT-0056558,2023-09-25 03:00:00,CLI-00132,Hardware,Firewall Hardware,3,3141667.43,0.0,Sogamoso,9425002.29
VNT-0056559,2024-06-03 00:00:00,CLI-00184,Servicios Cloud,Base de Datos RDS,11,845287.73,0.15,Tunja,7903440.28
VNT-0056560,2023-01-11 13:00:00,CLI-00733,Muebles,Archivador Metálico,3,442669.07,0.0,Duitama,1328007.21
VNT-0056561,2024-10-13 11:00:00,CLI-01212,Hardware,Firewall Hardware,4,3318694.57,0.0,Bucaramanga,13274778.28
VNT-0056562,2025-07-12 16:00:00,CLI-00364,Hardware,Servidor Rack 2U,9,14233757.13,0.0,Bogotá,128103814.17
VNT-0056563,2025-11-25 20:00:00,CLI-01086,Muebles,Archivador Metálico,2,452015.17,0.0,Tunja,904030.34
VNT-0056564,2023-01-04 21:00:00,CLI-00881,Papelería,Resma Papel Bond,2,21157.51,0.15,Sogamoso,35967.77
VNT-0056565,2024-04-23 11:00:00,CLI-00568,Tecnología,Teclado Mecánico,17,267784.58,0.2,Bucaramanga,3641870.29
VNT-0056566,2023-11-01 18:00:00,CLI-01429,Tecnología,Laptop Pro,10,4520817.43,0.0,Tunja,45208174.3
VNT-0056567,2024-05-29 00:00:00,CLI-00598,Papelería,Marcadores Pro,9,37306.68,0.0,Cali,335760.12
VNT-0056568,2025-07-22 09:00:00,CLI-00415,Papelería,Marcadores Pro,16,37089.32,0.0,Tunja,593429.12
VNT-0056569,2025-02-07 20:00:00,CLI-00749,Muebles,Archivador Metálico,14,407852.52,0.0,Duitama,5709935.28
VNT-0056570,2025-09-24 02:00:00,CLI-00712,Tecnología,Monitor 4K,4,1827658.23,0.15,Bucaramanga,6214037.98
VNT-0056571,2023-06-17 22:00:00,CLI-00701,Servicios Cloud,Base de Datos RDS,15,927171.29,0.0,Duitama,13907569.35
VNT-0056572,2024-09-27 04:00:00,CLI-00990,Muebles,Silla Ergonómica,15,879192.94,0.0,Medellín,13187894.1
VNT-0056573,2025-06-16 23:00:00,CLI-01362,Papelería,Marcadores Pro,13,33733.67,0.0,Medellín,438537.71
VNT-0056574,2024-04-10 16:00:00,CLI-00760,Servicios Cloud,Instancia VM vCPU4,10,468784.78,0.0,Medellín,4687847.8
VNT-0056575,2025-08-15 21:00:00,CLI-01216,Papelería,Marcadores Pro,2,33725.62,0.05,Sogamoso,64078.68
VNT-0056576,2024-01-26 14:00:00,CLI-01088,Tecnología,Monitor 4K,14,1702229.51,0.1,Duitama,21448091.83
VNT-0056577,2023-02-05 03:00:00,CLI-01462,Papelería,Cuaderno Cuadriculado,8,16768.7,0.0,Sogamoso,134149.6
VNT-0056578,2023-11-10 20:00:00,CLI-01397,Muebles,Escritorio Elevable,1,1695972.26,0.1,Bucaramanga,1526375.03
VNT-0056579,2023-03-21 11:00:00,CLI-00333,Servicios Cloud,Base de Datos RDS,17,931973.79,0.0,Cali,15843554.43
VNT-0056580,2024-06-20 15:00:00,CLI-00857,Tecnología,Laptop Pro,13,4436557.05,0.0,Sogamoso,57675241.65
VNT-0056581,2023-09-20 06:00:00,CLI-01164,Tecnología,Laptop Pro,3,4707290.7,0.05,Bucaramanga,13415778.5
VNT-0056582,2024-12-18 23:00:00,CLI-00540,Muebles,Archivador Metálico,14,411123.93,0.05,Cali,5467948.27
VNT-0056583,2024-09-30 04:00:00,CLI-00688,Servicios Cloud,Instancia VM vCPU4,17,444408.67,0.0,Medellín,7554947.39
VNT-0056584,2024-12-28 04:00:00,CLI-01366,Servicios Cloud,Base de Datos RDS,12,852034.6,0.0,Cali,10224415.2
VNT-0056585,2025-04-18 21:00:00,CLI-00842,Muebles,Escritorio Elevable,9,1674932.65,0.15,Medellín,12813234.77
VNT-0056586,2023-10-31 03:00:00,CLI-00505,Papelería,Resma Papel Bond,8,22958.27,0.0,Cali,183666.16
VNT-0056587,2023-09-23 01:00:00,CLI-01119,Tecnología,Teclado Mecánico,5,263899.26,0.0,Bucaramanga,1319496.3
VNT-0056588,2025-05-02 01:00:00,CLI-01338,Servicios Cloud,Base de Datos RDS,13,902049.22,0.15,Medellín,9967643.88
VNT-0056589,2023-08-13 14:00:00,CLI-00358,Tecnología,Monitor 4K,2,1751354.11,0.0,Cali,3502708.22
VNT-0056590,2025-10-26 17:00:00,CLI-00633,Servicios Cloud,Instancia VM vCPU4,13,465085.01,0.0,Bogotá,6046105.13
VNT-0056591,2023-01-16 07:00:00,CLI-00139,Hardware,Switch Gigabit 24p,3,1274408.61,0.0,Sogamoso,3823225.83
VNT-0056592,2023-09-19 13:00:00,CLI-00346,Hardware,Servidor Rack 2U,9,13604188.47,0.05,Duitama,116315811.42
VNT-0056593,2023-03-27 18:00:00,CLI-01280,Hardware,Servidor Rack 2U,4,14335873.77,0.15,Cali,48741970.82
VNT-0056594,2024-07-24 18:00:00,CLI-01228,Tecnología,Monitor 4K,14,1681984.39,0.1,Sogamoso,21193003.31
VNT-0056595,2025-02-23 11:00:00,CLI-01455,Muebles,Archivador Metálico,19,421432.13,0.15,Bucaramanga,6806128.9
VNT-0056596,2023-07-24 00:00:00,CLI-01111,Tecnología,Mouse Inalámbrico,18,128676.04,0.1,Bogotá,2084551.85
VNT-0056597,2025-08-24 14:00:00,CLI-00741,Tecnología,Monitor 4K,10,1912223.36,0.0,Medellín,19122233.6
